"id","geboorteplaats","overlijdensplaats","soort_instelling","naam","voornamen","roepnaam","geboortedatum","overlijdensdatum","biografie","is_persoon","toon_op_site","rechtenvrij","tussenvoegsels","unique_number","reference","app_state","datum_gewijzigd","gewijzigd_door"
"1302",NULL,NULL,NULL,"Lijnbaancentrum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1304",NULL,NULL,"360","Galerie 't venster",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2010-01-08","Linda Kool"
"1305",NULL,NULL,NULL,"Whiteley Gallery",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1306",NULL,NULL,"327","Gemeentewerken Rotterdam",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"1307",NULL,NULL,NULL,"Shaffy Theater",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1308",NULL,NULL,"327","De toekomst BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"1310",NULL,NULL,NULL,"Dansemble Radostan",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1312",NULL,NULL,"327","Stichting Erasmus Herdenking",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"1313",NULL,NULL,NULL,"Galerie J. Walter Thompson",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1314",NULL,NULL,"321","Openlucht museum",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Trudi"
"1315",NULL,NULL,NULL,"De Nederlandse Kunststichting",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1316",NULL,NULL,"321","Kunsthal",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-05-23","Suzanne"
"1317",NULL,NULL,"327","Theater ‘t Hoogt",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"1318",NULL,NULL,NULL,"CJP",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1319",NULL,NULL,NULL,"NES 63",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1320",NULL,NULL,"327","Het Werkteater",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2010-01-29","Linda Kool"
"1322",NULL,NULL,NULL,"Little Ceasar Press",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1324",NULL,NULL,NULL,"De Rotterdamse Filmcollectie",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1325",NULL,NULL,NULL,"Groninger Museum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1326",NULL,NULL,NULL,"Neon Film",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1327",NULL,NULL,"327","Hebbel Theater",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2010-01-08","Linda Kool"
"1330",NULL,NULL,"327","PePijn BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"1331",NULL,NULL,NULL,"Sonsbeek ‘72",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1332",NULL,NULL,NULL,"Bureau Culturele Zaken",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1334",NULL,NULL,NULL,"Triple P",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1339",NULL,NULL,NULL,"American Center for Design",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1341",NULL,NULL,NULL,"Twenties traiteur-brasserie",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1343",NULL,NULL,"327","Coctel Restaurant BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"1344",NULL,NULL,NULL,"Boompjes Cafe Restaurant",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1346",NULL,NULL,NULL,"STAWON",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1348",NULL,NULL,NULL,"Neutelings &amp; Roodbeen Architecten",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1349",NULL,NULL,"327","HES / ISER",,NULL,NULL,NULL,"<p>Hogere Economische Studies / International School of Economics Rotterdam</p>",NULL,NULL,"1",,,,"1","2010-01-08","Linda Kool"
"1350",NULL,NULL,NULL,"iser",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1351",NULL,NULL,NULL,"ING Bank / Nationale-Nederlanden",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1353",NULL,NULL,"327","Mecanoo architecten BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"1354",NULL,NULL,NULL,"02 Event",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1355",NULL,NULL,NULL,"O2 Event",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1357",NULL,NULL,NULL,"Quadrant",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1358",NULL,NULL,NULL,"Radio Rijnmond",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1359",NULL,NULL,NULL,"Koorenhuis",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1360",NULL,NULL,NULL,"Nederlands Foto Instituut",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1363",NULL,NULL,NULL,"Branchegroep Staalbouw",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1364",NULL,NULL,NULL,"Delta Expo",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1365",NULL,NULL,"327","AOT edele metalen BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-04-26","Karin"
"1367",NULL,NULL,NULL,"GrassAir Compressoren BV",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1371",NULL,NULL,"327","Krames en Ruys BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"1373",NULL,NULL,NULL,"Insituut Opbouwwerk Rotterdam",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1374",NULL,NULL,"327","Janse Lichtreklame BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"1375",NULL,NULL,"327","The Council of Dutch Artists-printers",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2010-01-08","Linda Kool"
"1376",NULL,NULL,NULL,"Ministerie van Economische Zaken",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1377",NULL,NULL,NULL,"Chesterfield",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1380",NULL,NULL,"327","Stichting Beelden in Nederland",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"1381",NULL,NULL,NULL,"Galerie Westersingel 8",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1383",NULL,NULL,NULL,"Gemeentelijk Woning Bedrijf",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1384",NULL,NULL,NULL,"Gemeentelijk Woningbedrijf Rotterdam",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1385",NULL,NULL,NULL,"Gemeente Hellevoetsluis",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1386",NULL,NULL,NULL,"Sarah Verdone &amp; Tucker Viemeister",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1387",NULL,NULL,"327","De Nationale Investeringsbank NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"1388",NULL,NULL,"327","De Nederlandse Investeringsbank voor Ontwikkelingslanden NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"1389",NULL,NULL,NULL,"Groothandelsgebouwen NV",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1391",NULL,NULL,NULL,"Ballast Nedam Utiliteitsbouw",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1394",NULL,NULL,"327","Agfa-Gevaert NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-04-26","Karin"
"1395",NULL,NULL,NULL,"Solvay Animal Health",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1396",NULL,NULL,NULL,"Sheraton Amsterdam Airport",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1397",NULL,NULL,NULL,"Stichting Archiprix",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1398",NULL,NULL,NULL,"Eo Wijersstichting",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1402",NULL,NULL,NULL,"Filacept",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1403",NULL,NULL,NULL,"Commissie Sociale Vernieuwing",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1404",NULL,NULL,NULL,"Stichting Kader",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1406",NULL,NULL,NULL,"Stichting Theaterproduktie",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1409",NULL,NULL,NULL,"Stichting Cameretten",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1410",NULL,NULL,NULL,"Stichting Noord Nederlands Toneel",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1411",NULL,NULL,NULL,"Westersingel 8",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1413",NULL,NULL,NULL,"Galerie van Beveren",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1414",NULL,NULL,NULL,"Noordbrabants Museum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1415",NULL,NULL,NULL,"Galerie van Mourik",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1416",NULL,NULL,"360","Arti &amp; Amicitiae",,NULL,NULL,NULL,"<p>De Maatschappij Arti et Amicitiae is een vereniging van beeldend kunstenaars.</p><p></p>",NULL,NULL,"1",,,,"1","2011-08-11","Barend Mechielsen"
"1417",NULL,NULL,"327","Koninklijk Verbond van Grafische Ondernemingen KVGO",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2008-08-11","Linda Kool"
"1418",NULL,NULL,"327","Rotterdam Films",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Trudi"
"1423",NULL,NULL,"327","Provincie Utrecht",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Trudi"
"1424",NULL,NULL,NULL,"Vishal",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1425",NULL,NULL,NULL,"Samuel Muller Salon",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1426",NULL,NULL,NULL,"The Corcoran Gallery of Art",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1428",NULL,NULL,NULL,"Frans Smits",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1429",NULL,NULL,NULL,"Federatie KunstUitleen",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1430",NULL,NULL,NULL,"Mai Spijkers",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1432",NULL,NULL,NULL,"Bolidt",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1433",NULL,NULL,NULL,"Harry Sengers",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1434",NULL,NULL,NULL,"Culturele Project Organisatie QPM",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1436",NULL,NULL,NULL,"Maatschap voor Produktontwikkeling",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1437",NULL,NULL,NULL,"International Design + Advertising",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1438",NULL,NULL,NULL,"Rotterdams Instituut Bewonersondersteuning",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1439",NULL,NULL,NULL,"Delft Instruments Nederland",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1440",NULL,NULL,NULL,"Art Support",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1441",NULL,NULL,NULL,"Kersvers",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1443",NULL,NULL,NULL,"Beker CS Advocaten",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1444",NULL,NULL,"86","Samenwerkende Uitgeverijen",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"1446",NULL,NULL,"327","Van Poelvoorde unlimited",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2010-01-22","Linda Kool"
"1447",NULL,NULL,NULL,"Adviesbureau Schijvens",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1448",NULL,NULL,NULL,"Rotterdam Philharmonic Orchestra",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1450",NULL,NULL,NULL,"Eurocamp",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1451",NULL,NULL,NULL,"Michelin",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1452",NULL,NULL,NULL,"Generale Bank Nederland",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1453",NULL,NULL,NULL,"Inizio",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1454",NULL,NULL,NULL,"Frans Halsmuseum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1457",NULL,NULL,NULL,"Rowohlt",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1460",NULL,NULL,NULL,"Nieuw Rotterdams Blaasorkest",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1461",NULL,NULL,NULL,"Craft and Folk Art Museum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1462",NULL,NULL,NULL,"RET",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1463",NULL,NULL,NULL,"Rotterdamse Kruisverenigingen",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1464",NULL,NULL,NULL,"De Fabriek",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1465",NULL,NULL,NULL,"Wet Enterprises inc.",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1466",NULL,NULL,NULL,"Kunstzaal Zuid Rotterdam",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1467",NULL,NULL,NULL,"Toneelgroep Baal",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1468",NULL,NULL,"327","Stichting Kijkhuis",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2009-10-30","Linda Kool"
"1469",NULL,NULL,NULL,"Wet",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1470",NULL,NULL,NULL,"Spacetower Prductions",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1471",NULL,NULL,NULL,"Rotterdamse Kunststichting Westersingel 8",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1473",NULL,NULL,NULL,"Pulchri Studio",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1474",NULL,NULL,NULL,"Stichting Openluchttheater",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1475",NULL,NULL,NULL,"Stichting Popmuziek",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1476",NULL,NULL,NULL,"Achterom Theater",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1477",NULL,NULL,NULL,"De With",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1478",NULL,NULL,NULL,"Design Werkstatt Berlin",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1479",NULL,NULL,NULL,"Witte de Withstraat 50",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1480",NULL,NULL,NULL,"Een Onafhankelijk Toneel produktie",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1481",NULL,NULL,NULL,"Stichting Orkater",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1482",NULL,NULL,NULL,"Toneelschuur Produktie",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1483",NULL,NULL,NULL,"PTT Post",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1484",NULL,NULL,NULL,"Frascati",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1485",NULL,NULL,NULL,"Science Fiction Festival",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1486",NULL,NULL,NULL,"Mixage",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1487",NULL,NULL,"327","De Lantaren",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Suzanne"
"1491",NULL,NULL,"327","Noord Nederlands Toneel NNT",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2010-01-08","Linda Kool"
"1494",NULL,NULL,NULL,"Luxor Theater Rotterdam",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1498",NULL,NULL,"327","Scar",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"1499","315",NULL,NULL,"Suyling","Karel",,"1926-00-00","0000-00-00","<p></p><p>Karel Suyling heeft het vak in de praktijk geleerd; hij begon zijn loopbaan in 1945 als ontwerper bij het reclame-adviesbureau Van Alphen en voor het herenmodetijdschrift International Textiles in Amsterdam. <br /></p><p>In 1949 vestigde hij zich als zelfstandig freelance ontwerper in Amsterdam. In die tijd verzorgde hij onder andere de vormgeving van productverpakkingen, zoals voor de margarineprodukten en slasauzen van Duyvis. Vier jaar later maakte hij op uitnodiging van de Nederlandse regering een studiereis Industriële Vormgeving naar de Verenigde Staten.</p><p>Karel Suyling is vooral bekend van de reclamecampagnes die hij zeventien jaar lang voor Citroën vormgaf. Hij begeleidde de spectaculaire introductie van de DS (de Deesse, ofwel ‘godin van de auto’s’) in 1955 in Nederland. Suyling verklaarde dat iedere verschillende Citroëntype door zijn vorm een andere advertentievorm rechtvaardigde. Dit leverde een reeks eigenzinnige reclameontwerpen op. Suyling was ook de (mede)bedenker van de geuzennaam ‘lelijke eend’. Begin jaren zeventig eindigde het contract met Citroën omdat de autofabrikant in elk land een identiek reclamebeleid wilde voeren. Van zijn werk voor Citroën is een boek verschenen: 100 Citroën advertenties van Karel Suyling. <br /></p><p>Een compensatie voor het wegvallen van zijn belangrijkste broodheer werd gevonden in het parttime lesgeven aan de Academie voor Beeldende Kunsten in Arhnem, waaraan hij sinds 1968 grafische vormgeving doceerde. In 1979 werd hij hoofddocent van die afdeling. Hij bleef in Arhnem lesgeven tot 1985. Tevens deed hij standbouw en industrieel werk voor Kipp &amp; zonen BV, een fabrikant van meetapparatuur.</p><p>In 1952 was hij betrokken bij de oprichting van de Kring van Industriële Ontwerpers (KIO). Daarnaast was Suyling van 1955 tot 1968 bestuurslid van de Vereniging Reclame-ontwerpers en Illustrators (VRI). In 1968 was hij een van de gesprekspartners bij de fusie van de VRI en de GKf (Vereniging van Beoefenaars der Gebonden Kunsten) tot GVN (de Beroepsvereniging van Grafisch Vormgevers in Nederland).<br /></p><p></p>","1","1",NULL,,,,"1","2009-08-13","Bernadine Ypma"
"1500",NULL,NULL,"65","Voortvaren",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"1501",NULL,NULL,"86","J.B. Wolters",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1502",NULL,NULL,"86","Brand + Kniphorst",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"1503",NULL,NULL,"65","Nijgh Offset",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1506",NULL,NULL,"65","Flevoprint groep",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1507",NULL,NULL,"65","Drukkerij de IJsel",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1509",NULL,NULL,"65","Drukkerij Flach",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1510",NULL,NULL,NULL,"Atu bioscoopreclame",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1511",NULL,NULL,"327","Weekblad EVA",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Trudi"
"1514",NULL,NULL,"65","Flach NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"1515",NULL,NULL,NULL,"Algemene Werkgevers-Vereniging",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1516",NULL,NULL,NULL,"Graphic Export Center",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1517",NULL,NULL,NULL,"Nederlands Verpakkingscentrum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1518",NULL,NULL,NULL,"Buiscar constructie- en transportwagenfabriek",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1519",NULL,NULL,NULL,"Gebr. Brakel",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1521",NULL,NULL,"327","Nederlandse Maatschappij voor Nijverheid en Handel",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-09-13","Suzanne"
"1525",NULL,NULL,"327","BP British Petroleum Raffinaderij Nederland NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"1526",NULL,NULL,"327","De Gelderse boekhandel NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-09-13","Suzanne"
"1527",NULL,NULL,"327","Kipp &amp; zonen BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-09-21","Suzanne"
"1528",NULL,NULL,NULL,"Ruiten Troef",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1529",NULL,NULL,NULL,"Hazemeyer Hengelo",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1531",NULL,NULL,NULL,"Het Vrije Volk",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1534",NULL,NULL,NULL,"Airsprinter",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1538",NULL,NULL,"327","Lab Center BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"1540",NULL,NULL,"327","Academie voor Beeldende Kunsten Arnhem",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"1543",NULL,NULL,NULL,"Garage W. van Oosten",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1544",NULL,NULL,NULL,"Citroën",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"1548",NULL,NULL,"327","Ankersmit Nederland BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-10-04","Suzanne"
"1553",NULL,NULL,"327","Friesch-Groningsche cooperatie beetwortelsuikerfabriek",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"1555",NULL,NULL,"327","Jan Dekker NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-10-03","Suzanne"
"1556",NULL,NULL,NULL,"Adelaar zeepfabrieken",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
