"id","geboorteplaats","overlijdensplaats","soort_instelling","naam","voornamen","roepnaam","geboortedatum","overlijdensdatum","biografie","is_persoon","toon_op_site","rechtenvrij","tussenvoegsels","unique_number","reference","app_state","datum_gewijzigd","gewijzigd_door"
"1","289","288",NULL,"Schrofer","Jurriaan",,"1926-00-00","1990-00-00","<p></p><p>Grafisch vormgever, beeldend kunstenaar en typograaf Jurriaan Schrofer was de zoon van Willem Schrofer, één van de eerste abstracte schilders in Nederland. Na de scheiding van zijn ouders neemt zijn moeder hem mee naar Bilthoven waar ze hem naar de Kees Boeke Werkplaats stuurt, een anti-autoritaire, op het individu gerichte, alternatieve basisschool. Onder de extreem principiële leider van het internaat neemt Schrofer zich heilig voor dat hij zich nog maar door één principe laat leiden: geen principes hebben. Wel leert Jurriaan hier de liefde voor drukken en typografie kennen.</p><p>In eerste instantie wil Schrofer filmregisseur worden. Hij heeft er zeker het talent voor: Ed van der Elsken zou later zeggen dat Schrofers grootste makke was, dat hij deze ambitie niet doorgezet heeft. Maar eind jaren veertig ontmoet Schrofer Dick Elffers en werkt hij enige tijd als zijn assistent. <br /></p><p>In 1952 treedt Schrofer in dienst bij drukkerij Meijer, waar hij zich volledig verdiept in de Monotype-zetmachine, een ervaring die de basis vormt voor zijn verdere werk. Na Meijer begint Schrofer voor zichzelf, tot hij zich in 1974 als partner/directeur aansluit bij Total Design. Schrofer heeft als docent aan verschillende kunstacademies gewerkt en bekleedde daarnaast talloze bestuursfuncties.</p><p>Als niet-tekenaar richt Schrofer zich op mathematische vormen. Hij heeft een grote drang naar ordenen en het maken van series, maar is tegelijkertijd absoluut niet bang voor het spontane. Het stramien is belangrijk, maar wordt nooit een keurslijf. ‘Het moet zijn als ademhalen’ zegt Schrofer hier zelf over, ‘een organisch ritme waarmee je zowel kunt fluisteren als kunt schreeuwen.’</p><p>Schrofers werk verraadt een grote voorliefde voor typografie. Zijn hele leven heeft hij gezocht naar de grens tussen vorm en functionaliteit van lettertekens. Hij schrok er niet voor terug om het ritme en de visuele relatie tussen de karakters ten koste te laten gaan van de leesbaarheid. Woorden worden onder zijn handen autonome objecten. Aan het einde van zijn carrière voegt Schrofer zelfs nog een derde dimensie aan de lettertekens toe, door zijn letters half uit te snijden waardoor ook licht en schaduw een rol gaan spelen.</p><p><br />BESTUURSFUNCTIES<br />GKF (Vakgroep Grafici); <br />GVN (Grafische Vormgevers Nederland); <br />Raad van de Kunst, afdeling Beeldende kunst en Bouwkunst; <br />Experimenten commissie RvdK; <br />Beleidscommissie Bevordering Beeldende Kunsten van de RvdK (later POBK); <br />Federatie van Kunstenaarsverenigingen; <br />Provinciale Kunstcommissie Percentageregeling Gelderland; <br />Stichting Praktijkburo Beeldende Kunst opdrachten; <br />Stichting Post-Kunstvakonderwijs; <br />Stichting Amsterdams Fonds voor de Kunst; <br />Stichting materiaalfonds voor Beeldende Kunst.<br /></p><p></p>","1","1","1",,,,"1","2008-01-22","Britt Grootes"
"2",NULL,NULL,"86","Proost &amp; Brandt NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"3",NULL,NULL,NULL,"Windig","Ad",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"4",NULL,NULL,NULL,"Laboratorium Proost &amp; Brandt",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"5",NULL,NULL,"65","Verenigde Drukkerijen Planeta",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"6",NULL,NULL,NULL,"Elsken","Ed",NULL,NULL,NULL,NULL,"1",NULL,"1","van der",NULL,NULL,"1",NULL,NULL
"7",NULL,NULL,"65","Semper Avanti NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"8",NULL,NULL,"86","Uitgeverij Bert Bakker",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"9",NULL,NULL,"65","H. Veenman &amp; Zonen NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Suzanne"
"10",NULL,NULL,"65","Drukkerij de Dageraad",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"12",NULL,NULL,"65","Joh. Enschedé &amp; Zn.",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"13",NULL,NULL,NULL,"Olof","Theo",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"14",NULL,NULL,NULL,"Lehning","Arthur",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"15",NULL,NULL,"65","Meijer NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Suzanne"
"16",NULL,NULL,"65","Boom - Ruygrok NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-04-26","Karin"
"17",NULL,NULL,NULL,"Os","Hans",NULL,NULL,NULL,NULL,"1",NULL,"1","van",NULL,NULL,"1",NULL,NULL
"18",NULL,NULL,"65","Van Markens Drukkerij NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"19",NULL,NULL,"65","Iris pers NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"20",NULL,NULL,NULL,"Rutting","Lotte",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"21",NULL,NULL,"86","Van Dorpen &amp; co.",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"22",NULL,NULL,NULL,"Cornelius","Violette",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"24",NULL,NULL,"327","Koninklijke Nederlandse Hoogovens en Staalfabrieken NV",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2007-01-15","KvdH"
"25",NULL,NULL,NULL,"Alberts","Bob",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"26",NULL,NULL,"65","Wrsch. Laporte &amp; Dosse",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"27",NULL,NULL,NULL,"Huf","Paul",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"28",NULL,NULL,NULL,"Kando","Ata",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"29","385","288",NULL,"Oorthuys","Cas",,"1908-00-00","1975-00-00",,"1",NULL,"1",,NULL,NULL,"1","2006-02-14","KvdH"
"30",NULL,NULL,"65","Drukkerij Trio NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"31",NULL,NULL,NULL,"Mechanicus","Philip",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"32",NULL,NULL,NULL,"Wessing","Koen",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"33",NULL,NULL,NULL,"Tritschler","Wolff U.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"34",NULL,NULL,NULL,"Jonker","Henk",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"35",NULL,NULL,NULL,"Suister","Ed",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"36",NULL,NULL,"65","Steendrukkerij De Jong &amp; Co.",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-02-07","KvdH"
"38",NULL,NULL,"65","Drukkerij Dijkman NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Suzanne"
"39",NULL,NULL,NULL,"Nijs","Joop",NULL,NULL,NULL,NULL,"1",NULL,"1"," de",NULL,NULL,"1",NULL,NULL
"41",NULL,NULL,"65","Van Leer BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-09-06","Suzanne"
"42",NULL,NULL,"65","Koninklijke Grafische Kunstinrichting J. van Poll Suykerbuyk NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"43",NULL,NULL,"65","Offset Danel",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"45",NULL,NULL,"65","Peco",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-10-03","Karin"
"46",NULL,NULL,NULL,"Jesse","Nico",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"47",NULL,NULL,"65","Gemeentedrukkerij Rotterdam",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"48",NULL,NULL,NULL,"Nieuwenhuijzen","Kees",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"49",NULL,NULL,"65","Kampert &amp; Helm NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"52",NULL,NULL,NULL,"Boon","G.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"53",NULL,NULL,"65","Drukkerij &amp; Uitgeverij vh C. de Boer jr. NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Suzanne"
"54",NULL,NULL,"65","De Bussy Ellerman Harms BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Suzanne"
"57",NULL,NULL,"86","De Bezige Bij",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"58",NULL,NULL,"86","Het Wereldvenster",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"59",NULL,NULL,"65","Imprimerie Nationale",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"61",NULL,NULL,"86","Bordus",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"62",NULL,NULL,"86","Mouton &amp; Co.",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-07","Suzanne"
"63",NULL,NULL,"86","Aldine",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"64",NULL,NULL,NULL,"Bharati","Agehanada",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"65",NULL,NULL,NULL,"Williams","Thomas R.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"66",NULL,NULL,NULL,"Goodman","F.J.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"67",NULL,NULL,NULL,"Heath","Dwight B.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"68",NULL,NULL,NULL,"Lane","Betty E.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"69",NULL,NULL,NULL,"Rheenen","B.J.",NULL,NULL,NULL,NULL,"1",NULL,"1","van",NULL,NULL,"1",NULL,NULL
"70",NULL,NULL,NULL,"Rosa","Arlette",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"71",NULL,NULL,NULL,"Friedemann","Nina S.",NULL,NULL,NULL,NULL,"1",NULL,"1"," de",NULL,NULL,"1",NULL,NULL
"72",NULL,NULL,NULL,"Minner","Victor",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"73",NULL,NULL,NULL,"Johnston","Francis E.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"74",NULL,NULL,NULL,"Isaac","Glynn L.L.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"75",NULL,NULL,NULL,"Wet","J.M.J.",NULL,NULL,NULL,NULL,"1",NULL,"1"," de",NULL,NULL,"1",NULL,NULL
"76",NULL,NULL,NULL,"Nooten","Gert",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"77",NULL,NULL,NULL,"Midgett","Douglas K.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"78",NULL,NULL,NULL,"France","Leland la",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"79",NULL,NULL,NULL,"Schreiber","Janet M.",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"80",NULL,NULL,NULL,"Lumley","Marie Antoinette",NULL,NULL,NULL,NULL,"1",NULL,"1"," de",NULL,NULL,"1",NULL,NULL
"81",NULL,NULL,NULL,"Anefo",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"82",NULL,NULL,"65","DrukkerijVada",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2007-04-23","Maja Klooster"
"84",NULL,NULL,"65","C.A. Spin en Zoon NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"85",NULL,NULL,NULL,"Wisman","Bram",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"86",NULL,NULL,"65","Haagsche Drukkerij NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"88",NULL,NULL,"65","Equipage",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"89",NULL,NULL,"65","Koninklijke Drukkerij G.J. Thieme BV",,NULL,NULL,NULL,,NULL,NULL,"1",,,,"1","2007-08-07","Maja Klooster"
"90",NULL,NULL,"65","Van Amerongen",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"91",NULL,NULL,"65","Multiscreen BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"94",NULL,NULL,NULL,"Boer","Boudewijn",,"0000-00-00","0000-00-00",,"1",NULL,"1",,NULL,NULL,"1","2005-01-11","Karin"
"96",NULL,NULL,NULL,"Bokma","Ferry",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"97",NULL,NULL,NULL,"Thuring","John",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"98",NULL,NULL,NULL,"Hoebé","Henk",,"0000-00-00","0000-00-00",,"1",NULL,"1",,,,"1","2009-11-24","Linda Kool"
"99",NULL,NULL,NULL,"Zonneveld","Gerard",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"101",NULL,NULL,NULL,"Vorm en Beeld",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"102",NULL,NULL,"65","Coers en Roest",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"103",NULL,NULL,NULL,"Schagen","J.C.",NULL,NULL,NULL,NULL,"1",NULL,"1","van",NULL,NULL,"1",NULL,NULL
"105",NULL,NULL,"65","Rotaform",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"106",NULL,NULL,NULL,"Diepraam","Willem",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"107",NULL,NULL,NULL,"Bornkamp","Arie",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"109",NULL,NULL,"65","Graficus Mortel",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"110",NULL,NULL,"65","Kerkebosch",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"111",NULL,NULL,NULL,"Veldhuys",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"112",NULL,NULL,NULL,"Kouwe","Ad",NULL,NULL,NULL,NULL,"1",NULL,"1","van der",NULL,NULL,"1",NULL,NULL
"113",NULL,NULL,"65","Arps &amp; zoon Drukkerijen BV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-02-09","KvdH"
"114",NULL,NULL,"65","Burda",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"115",NULL,NULL,"65","Biegelaar &amp; Jansen",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"116",NULL,NULL,"65","H. Bouman",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"117",NULL,NULL,"86","Haromonia-Boek",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"118",NULL,NULL,NULL,"Duijvelshoff","Daphne",,"0000-00-00","0000-00-00","<p></p><p>Ook gewerkt onder de naam Daphne van Peski en Daphne Duivelshoff-Van Peski</p><p></p>","1","1","1",,,,"1","2009-02-05","Linda Kool"
"120",NULL,NULL,"65","Darantiere",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"121",NULL,NULL,"65","Boosten &amp; Stols",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"122",NULL,NULL,"65","University Press",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"123",NULL,NULL,"65","Hutchinson &amp; Co.",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"124",NULL,NULL,"65","Krips Repro",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"125",NULL,NULL,"65","Albinus Nigrum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"126",NULL,NULL,"65","Firmin-Didot",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"127",NULL,NULL,"65","Aubin",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"128",NULL,NULL,"65","Imprimerie de Compiègne",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"129",NULL,NULL,"65","Centraal NV",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"130",NULL,NULL,"86","Samson NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"131",NULL,NULL,"86","Feminischtische Uitgeverij Sara",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"132",NULL,NULL,"86","Uitgeverij Bert Bakker en Daamen NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"134",NULL,NULL,"86","Elsevier",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-06","Trudi"
"135",NULL,NULL,"86","Vereeniging ter bevordering van de belangen des boekhandels",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"136",NULL,NULL,"86","Commissie voor de Collectieve Propaganda van het Nederlandse Boek CPNB",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-09-05","Suzanne"
"137",NULL,NULL,"86","Uitgeverij Contact",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"138",NULL,NULL,"86","Moussault’s uitgeverij NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2004-10-16","Karin"
"139",NULL,NULL,"86","W. de Haan",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"140",NULL,NULL,"86","van Loghum Slaterus",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"141",NULL,NULL,"86","J.H. Gottmer",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"142",NULL,NULL,"86","A.J.G. Strengholt NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-04-26","Karin"
"143",NULL,NULL,NULL,"Appel","Karel",NULL,NULL,NULL,NULL,"1",NULL,"1",,NULL,NULL,"1",NULL,NULL
"144",NULL,NULL,"65","J.F. Duwaer en Zonen NV",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"145",NULL,NULL,"86","De Brug-Djambatan NV",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2006-09-05","Suzanne"
"146",NULL,NULL,"86","Djambatan publishers",,NULL,NULL,NULL,,NULL,NULL,"1",,NULL,NULL,"1","2005-09-22","Karin"
"147",NULL,NULL,"86","Uitgeverij Paul Brand",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"149",NULL,NULL,"86","Van Lochum",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
"150",NULL,NULL,"86","Slaterus",,NULL,NULL,NULL,NULL,NULL,NULL,"1",,NULL,NULL,"1",NULL,NULL
