"id","volgorde","fk_rubriek_parent","fk_archief","toelichting","publiceren","naam","app_state","datum_gewijzigd","gewijzigd_door"
"846",NULL,"789","2",,"1","Storck Van Besouw","1","2005-09-06","Karin"
"847",NULL,"789","2",,"1","Van Besouw","1","2005-09-06","Karin"
"848",NULL,"846","2",,"1","Klein drukwerk","1","2005-09-06","Suzanne"
"849",NULL,"846","2",,"1","advertenties","1","2005-09-06","Karin"
"850",NULL,"846","2",,"1","Huisstijl en logo","1","2005-09-06","Karin"
"851",NULL,"629","13",,"1","Beeldmateriaal","1","2005-09-07","Suzanne"
"853",NULL,"879","6",,"1","Citroën","1","2005-09-27","Suzanne"
"854",NULL,"879","6",,"1","Vroom &amp; Dreesman","1","2005-09-07","Suzanne"
"855",NULL,"879","6",,"1","British Petroleum","1","2005-09-07","Suzanne"
"857",NULL,"879","6",,"1","Joh. Enschedé &amp; Zn.","1","2005-09-07","Suzanne"
"858",NULL,"879","6",,"1","Flevoprint groep","1","2005-09-07","Suzanne"
"860",NULL,"957","17",,"1","19.. - 1975 Radio Nederland","1","2007-11-07","KvdH"
"866",NULL,NULL,"16",NULL,"3","rubriek 01","1",NULL,NULL
"867",NULL,NULL,"16",NULL,"3","rubriek 02","1",NULL,NULL
"868",NULL,NULL,"16",NULL,"3","rubriek 03","1",NULL,NULL
"870",NULL,NULL,"15",,"1","Kalenders","1","2008-01-14","Linda Kool"
"872",NULL,"71","7",,"1","1983","1","2005-09-12","Trudi"
"873",NULL,"744","13",,"1","Ben Bos. Design of a Lifetime","1","2005-09-12","Suzanne"
"875",NULL,"71","7",,"1","1984","1","2005-09-12","Trudi"
"876",NULL,"727","13",,"1","Beeldmateriaal","1","2006-11-05","KvdH"
"878",NULL,"879","6",,"1","IJselpers","1","2005-09-13","Suzanne"
"879",NULL,"3211","6",,"1","Opdrachten","1","2008-12-03","Bernadine Ypma"
"880",NULL,"647","1",,"1","Folders en brochures","1","2005-09-13","Karin"
"881",NULL,"648","1",,"1","Folders en brochures","1","2005-09-13","Karin"
"882",NULL,"827","1",,"1","Folders en brochures","1","2005-09-13","Karin"
"883",NULL,"879","6",,"1","Nederlandse Maatschappij voor Nijverheid en Handel","1","2005-09-13","Suzanne"
"884",NULL,"879","6",,"1","Gebr. Brakel","1","2005-09-13","Suzanne"
"887",NULL,"879","6",,"1","J.B. Wolters","1","2005-09-13","Suzanne"
"889",NULL,"879","6",,"1","Boom - Ruygrok NV","1","2005-09-13","Suzanne"
"890",NULL,"879","6",,"1","De Gelderse boekhandel","1","2005-09-13","Suzanne"
"891",NULL,"1064","13",,"1","Gemeente Capelle aan den IJssel","1","2005-09-13","Suzanne"
"892",NULL,"482","1",,"1","Huisstijl Drukkerij Meijer NV","1","2005-09-13","Karin"
"894",NULL,"1064","13",,"1","Van Heeswijk NV","1","2005-09-13","Suzanne"
"895",NULL,"879","6",,"1","Staatsbedrijf der PTT / NV Koninklijke PTT Nederland","1","2005-09-13","Suzanne"
"896",NULL,"879","6",,"1","Koninklijke Nederlandse Jaarbeurs","1","2005-09-13","Suzanne"
"897",NULL,"879","6",,"1","Federatie der werkgeversorganisatiën in het boekdrukkersbedrijf","1","2005-09-14","Suzanne"
"898",NULL,"879","6",,"1","Buiscar constructie- en transportwagenfabriek","1","2005-09-14","Suzanne"
"899",NULL,"879","6",,"1","Diverse opdrachtgevers","1","2005-10-11","Karin"
"901",NULL,"879","6",,"1","Rijksmuseum Kröller-Müller","1","2005-09-14","Suzanne"
"902",NULL,"879","6",,"1","Proost &amp; Brandt NV","1","2005-09-14","Suzanne"
"903",NULL,"71","7",,"1","1985","1","2005-09-19","Trudi"
"904",NULL,"879","6",,"1","Hazemeyer Hengelo","1","2005-09-19","Suzanne"
"905",NULL,"879","6",,"1","Pieter Schoen, verfchemie","1","2005-09-19","Suzanne"
"906",NULL,"879","6",,"1","Het Vrije Volk","1","2005-09-19","Suzanne"
"908",NULL,"158","1",,"1","Programma's","1","2005-09-19","Karin"
"909",NULL,"158","1",,"1","Huisstijl","1","2005-09-19","Karin"
"910",NULL,"482","1",,"1","Boeken","1","2005-09-19","Karin"
"911",NULL,"482","1",,"1","Folders en brochures","1","2005-09-19","Karin"
"912",NULL,"482","1",,"1","Letterproeven","1","2005-09-19","Karin"
"913",NULL,"73","7",,"1","1986","1","2005-09-20","Trudi"
"914",NULL,"73","7",,"1","1987","1","2005-09-20","Trudi"
"915",NULL,"73","7",,"1","1988","1","2005-09-21","Trudi"
"916",NULL,"73","7",,"1","1989","1","2005-09-21","Trudi"
"917",NULL,"362","1",,"1","100-jarig bestaan Kampert en Helm 1972","1","2005-09-21","Karin"
"918",NULL,"362","1",,"1","Rotaform formulieren","1","2005-09-21","Karin"
"919",NULL,"74","7",,"1","1990","1","2005-09-21","Trudi"
"922",NULL,"879","6",,"1","Bruna","1","2005-09-21","Suzanne"
"923",NULL,"74","7",,"1","1991","1","2005-09-21","Trudi"
"924",NULL,"879","6",,"1","Kipp &amp; zonen BV","1","2005-09-21","Suzanne"
"925",NULL,"661","1",,"1","Le savoir géographique","1","2005-09-21","Karin"
"926",NULL,"1045","7",,"1","1992","1","2005-09-22","Trudi"
"927",NULL,"211","1",,"1","Van gisteren tot morgen","1","2005-09-22","Karin"
"929",NULL,"1045","7",,"1","1993","1","2005-09-26","Trudi"
"930",NULL,"1064","13",,"1","Gemeente Dronten","1","2005-09-26","Suzanne"
"931",NULL,"853","6",,"1","Advertenties","1","2005-09-27","Suzanne"
"932",NULL,"853","6",,"1","Folders en brochures","1","2005-09-27","Suzanne"
"933",NULL,"853","6",,"1","Kaarten en uitnodigingen","1","2005-09-27","Suzanne"
"934",NULL,"853","6",,"1","Boeken","1","2005-09-27","Suzanne"
"935",NULL,"853","6",,"1","Huisstijl en logo","1","2005-09-27","Suzanne"
"936",NULL,"853","6",,"1","Overig klein drukwerk","1","2005-09-28","Suzanne"
"938",NULL,"853","6",,"1","Affiches","1","2005-09-28","Suzanne"
"939",NULL,"1045","7",,"1","1994","1","2005-09-28","Trudi"
"940",NULL,"75","7",,"1","1995","1","2005-09-29","Trudi"
"941",NULL,"75","7",,"1","1996","1","2005-09-29","Trudi"
"942",NULL,"853","6",,"1","Citroën lente-expositie 21, 22, 23 maart 1965","1","2005-10-03","Suzanne"
"943",NULL,"879","6",,"1","Van Houten chocoladefabrieken","1","2005-10-03","Suzanne"
"944",NULL,"879","6",,"1","Swan","1","2005-10-04","Suzanne"
"945",NULL,"879","6",,"1","Ikirate","1","2005-10-04","Suzanne"
"946",NULL,"879","6",,"1","Duyvis","1","2005-10-04","Suzanne"
"947",NULL,"879","6",,"1","Adelaar zeepfabrieken","1","2005-10-04","Suzanne"
"948",NULL,"899","6",,"1","Productverpakkingen","1","2005-10-04","Suzanne"
"949",NULL,"3211","6",,"1","Briefpapier, foto's en oorkonden Karel Suyling","1","2009-07-10","Bernadine Ypma"
"950",NULL,"899","6",,"1","Kaarten","1","2005-10-04","Suzanne"
"951",NULL,"899","6",,"1","Briefpapier en enveloppen","1","2005-10-11","Karin"
"952",NULL,"899","6",,"1","Folders en brochures","1","2005-10-04","Suzanne"
"953",NULL,"254","1",,"1","Ruimtelijke reliëfs in papier","1","2005-10-04","Karin"
"954",NULL,"806","1","<p>Utopisch plan voor papieren tempelcomplex in Japan. Niet uitgevoerd.</p>","1","Tao of Poetry","1","2005-10-04","Karin"
"955",NULL,"180","1",,"1","Onvolmaakt Geheugen","1","2005-10-05","Karin"
"956",NULL,"180","1",,"1","Overzichtstentoonstelling","1","2005-10-18","Karin"
"957",NULL,NULL,"17",,"1","Loopbaan","1","2007-11-05","KvdH"
"958",NULL,"957","17",,"0","1972 en 1974 Koninklijke Delftsch Aardewerkfabriek De Porceleyne Fles NV","1","2007-11-07","KvdH"
"960",NULL,"2203","17",,"1","1947 - 1988 Museum Boymans Van Beuningen","1","2007-11-07","KvdH"
"961",NULL,"957","17",,"1","1945 - 1972 Holland Festival","1","2007-11-07","KvdH"
"964",NULL,"2262","17",,"1","Over Dick Elffers","1","2007-10-25","KvdH"
"965",NULL,"1622","13",,"1","Observatoire international des prisons","1","2005-10-12","Suzanne"
"966",NULL,"657","13",,"1","Jurylidmaatschappen","1","2005-10-12","Suzanne"
"968",NULL,"931","6",,"1","1957","1","2005-10-18","Suzanne"
"969",NULL,"931","6",,"1","1958","1","2005-10-18","Suzanne"
"970",NULL,"931","6",,"1","1959","1","2005-10-18","Suzanne"
"971",NULL,"931","6",,"1","1960","1","2005-10-18","Suzanne"
"972",NULL,"931","6",,"1","1961","1","2005-10-18","Suzanne"
"973",NULL,"931","6",,"1","1962","1","2005-10-18","Suzanne"
"974",NULL,"931","6",,"1","1963","1","2005-10-18","Suzanne"
"975",NULL,"931","6",,"1","1964","1","2005-10-18","Suzanne"
"978",NULL,"931","6",,"1","1966","1","2005-10-18","Suzanne"
"979",NULL,"931","6",,"1","1967","1","2005-10-18","Suzanne"
"980",NULL,"931","6",,"1","1968","1","2005-10-18","Suzanne"
"981",NULL,"931","6",,"1","1969","1","2005-10-18","Suzanne"
"982",NULL,"931","6",,"1","1970","1","2005-10-18","Suzanne"
"983",NULL,"931","6",,"1","1971","1","2005-10-18","Suzanne"
"984",NULL,"931","6",,"1","Z.j.","1","2007-02-22","KvdH"
"985",NULL,"957","17",,"1","1985 Rijksinstituut voor Oorlogsdocumentatie","1","2007-11-07","KvdH"
"986",NULL,"957","17",,"1","1945 - 1990 Drukwerk bij tentoonstellingen over Dick Elffers","1","2007-11-07","KvdH"
"987",NULL,NULL,"1",,"1","7. Tentoonstellingen","1","2005-10-18","Karin"
"988",NULL,"75","7",,"1","1997","1","2005-10-18","Trudi"
"989",NULL,"2203","17",,"1","1974 herinrichting Princessehof Leeuwarden","1","2007-11-07","KvdH"
"990",NULL,"2203","17",,"1","1974, 1977 Frans Halsmuseum","1","2007-11-07","KvdH"
"991",NULL,"957","17",,"1","1955 e.v. Philips","1","2007-11-07","KvdH"
"992",NULL,"986","17",,"1","Kunstzaal Magdalene Sothmann","1","2005-10-19","Suzanne"
"994",NULL,"2203","17",,"1","1962, 1978 Het Concertgebouw","1","2007-11-07","KvdH"
"997",NULL,"2203","17",,"1","1946 e.v. Stedelijk Museum Amsterdam","1","2007-11-07","KvdH"
"999",NULL,"2203","17",,"1","1956 - 1975 Rijksmuseum Amsterdam","1","2007-11-07","KvdH"
"1000",NULL,"957","17",,"1","1971 Aannemingsmaatschappij Joost G. Mak NV","1","2007-11-07","KvdH"
"1001",NULL,"957","17",,"1","1967 - 1973 Studium Generale Technische Hogeschool Twente","1","2007-11-07","KvdH"
"1002",NULL,"3603","7",,"1","z.j.","1","2008-01-22","Britt Grootes"
"1003",NULL,"957","17",,"1","1957 - 1988 Dienst voor Esthetische Vormgeving PTT","1","2007-11-07","KvdH"
"1005",NULL,"2203","17",,"1","1976 - 1984 Allard Pierson Museum","1","2007-11-07","KvdH"
"1008",NULL,"957","17",,"1","1948, 1949 1952, 1967 Drukkersweekblad en Autolijn","1","2007-11-07","KvdH"
"1009",NULL,"2262","17","<p></p><p>Enkele uitgaven samen met  en Mien Harmsen</p><p></p>","1","Door Dick Elffers","1","2007-10-25","KvdH"
"1015",NULL,"1622","13",,"1","Brno Biennale Association","1","2005-11-15","Suzanne"
"1016",NULL,"957","17",,"1","1962 - 1966 International Institute for Land Reclamation and Improvement ILRI","1","2007-11-07","KvdH"
"1017",NULL,NULL,"9",,"1","De Groene Amsterdammer","1","2005-11-16","Karin"
"1018",NULL,"1017","9",,"1","1961","1","2005-11-16","Karin"
"1019",NULL,"1017","9",,"1","1962","1","2005-11-16","Karin"
"1020",NULL,"1017","9",,"1","1963","1","2005-11-16","Karin"
"1021",NULL,"1017","9",,"1","1964","1","2005-11-16","Karin"
"1022",NULL,"1017","9",,"1","1965","1","2005-11-16","Karin"
"1023",NULL,"1017","9",,"1","1959","1","2005-11-16","Karin"
"1024",NULL,"1017","9",,"1","1960","1","2005-11-16","Karin"
"1026",NULL,"1017","9",,"1","1945-1956","1","2005-11-29","Karin"
"1027",NULL,"1017","9",,"1","1966","1","2005-11-22","Karin"
"1029",NULL,"1017","9",,"1","1957","1","2005-11-22","Karin"
"1030",NULL,"1017","9",,"1","1958","1","2005-11-22","Karin"
"1031",NULL,"1017","9",,"1","1968","1","2005-11-22","Karin"
"1032",NULL,"1017","9",,"1","1967","1","2005-11-22","Karin"
"1034",NULL,"3603","7",,"1","1954-1965 Dick Elffers e.a.","1","2005-11-28","Trudi"
"1035",NULL,"3603","7",,"1","1977-1978 Wim Crouwel, Anthon Beeke (Total Design)","1","2005-11-28","Trudi"
"1036",NULL,NULL,"17",,"1","Vrij werk","1","2007-11-07","KvdH"
"1037",NULL,"957","17",,"1","1953 - 1973 Ontwerpen voor familie, vrienden en zichzelf","1","2007-11-07","KvdH"
"1038",NULL,"1037","17",,"1","Kaarten en nieuwjaarskaarten voor Dick Elffers en Mien Harmsen","1","2007-10-25","KvdH"
"1044",NULL,"1017","9",,"1","1975","1","2005-11-28","Karin"
"1045",NULL,"3603","7",,"1","1992-1994 Pieter Roozen, Mart. Warmerdam e.a.","1","2005-11-29","Trudi"
"1046",NULL,"957","17",,"1","1973 - 1978 Algemene Werkgevers-Vereniging","1","2007-11-07","KvdH"
"1048",NULL,"957","17",,"1","1945 e.v. De Vrije Katheder","1","2007-11-07","KvdH"
"1059",NULL,"1622","13",,"1","Stichting het Vliegergenootschap / Vliegertuig","1","2005-11-29","Suzanne"
"1060",NULL,"1622","13",,"1","Schiphol","1","2005-11-29","Suzanne"
"1061",NULL,"899","6",,"1","Klein drukwerk","1","2005-11-29","Suzanne"
"1063",NULL,"1017","9",,"1","Z.j.","1","2006-01-27","Karin"
"1064",NULL,"1620","13",,"1","Opdrachtgevers","1","2006-02-24","KvdH"
"1065",NULL,"1269","9",,"1","Rijksakademie voor Beeldende Kunsten Amsterdam","1","2006-01-27","Karin"
"1066",NULL,NULL,"9","<p>De bankierszoon Gerrit Oud Pzn begon op 1 mei 1877 in Purmerend een handel in wijn en gedistilleerd. Toen zijn zoons in 1903 de inmiddels bloeiende zaak voortzetten, werden een&quot;koortswerende en eetlustopwekkende&quot; Kinawijn alsmede Advocaat al gauw hun bekendste produkten. Omdat ze voor de advocaat de allerbeste eieren wilden gebruiken, richtten de broers eigen hoenderparken in. Ook kwamen er vijf verkoopkantoren bij, drie in het voormalige Nederlands Indië,  één in Den Haag en één in Rotterdam. Kort na de feestelijke viering van het vijftigjarig bestaan in 1927, verhuisde het inmiddels sterk gegroeide bedrijf naar Haarlem. Daar kwam de nadruk te liggen op de vertegenwoordiging van Franse, Duitse, Spaanse en Zuid Afrikaanse wijnhuizen. Na de Tweede Wereldoorlog breidde de zaken zich verder uit, mede door overnames. Daartoe behoorde ook de Amsterdamse wijnhandel Hustinx. Als Oud Wijnkopers &amp; Hustinx specialiseerde de wijnhandel zich vooral in kwaliteitswijnen voor de detailhandel. Eind jaren tachtig werd Oud Wijnkopers &amp; Hustinx onderdeel van Bols RoyalDistilleries.</p>","1","Oud","1","2006-01-27","Karin"
"1067",NULL,"1271","9",,"1","Wijn","1","2005-11-30","Karin"
"1068",NULL,"1271","9",,"1","Sherry, port en vermouth","1","2005-11-30","Karin"
"1069",NULL,"1271","9",,"1","Gedistilleerd","1","2005-11-30","Karin"
"1070",NULL,NULL,"9",,"1","Philips platenhoezen","1","2005-11-30","Karin"
"1071",NULL,"1385","9",,"1","Boeken Wim Wallings","1","2006-03-31","KvdH"
"1073",NULL,"957","17",,"1","1970 - 1971 De Bijenkorf Beheer NV","1","2007-11-07","KvdH"
"1074",NULL,"957","17",,"1","1948 - 1962 Metz &amp; Co","1","2007-11-07","KvdH"
"1075",NULL,"1037","17",,"1","Briefpapier en enveloppen","1","2005-12-05","Suzanne"
"1077",NULL,"2203","17",,"1","1962 Seattle World's Fair","1","2007-11-07","KvdH"
"1079",NULL,NULL,"4","<p>De rubriek ‘Opdrachten’ is onderverdeeld in de verschillende opdrachtgevers. <br /></p>","1","Opdrachten","1","2009-07-09","Bernadine Ypma"
"1080",NULL,"1079","4",,"1","Dienst voor Esthetische Vormgeving PTT","1","2005-12-06","Trudi"
"1081",NULL,"1079","4",,"1","Koninklijke Nederlandse Jaarbeurs","1","2005-12-06","Trudi"
"1082",NULL,"1079","4",,"1","Gemeente Tilburg","1","2005-12-06","Trudi"
"1083",NULL,"1079","4","<p></p><p>In deze lijst staan de voorwerpen geordend op soort object.  Het betreft stukken waarvan de opdrachtgever onbekend is en eenmalige opdrachten <br /></p><p></p>","1","Diverse opdrachten","1","2009-05-27","Bernadine Ypma"
"1084",NULL,"1079","4",,"1","Nederlandse Zionisten Bond","1","2005-12-06","Trudi"
"1085",NULL,"1079","4",,"1","Kieler Woche","1","2005-12-06","Trudi"
"1086",NULL,"1079","4",,"1","Het Nederlands Ballet","1","2006-01-04","Trudi"
"1087",NULL,"986","17",,"1","Galerie Nouvelles Images","1","2005-12-06","Suzanne"
"1088",NULL,"1079","4",,"1","Kriterion","1","2005-12-06","Trudi"
"1089",NULL,"957","17",,"1","1958 - 1970 Van Gelderen","1","2007-11-07","KvdH"
"1090",NULL,"1079","4",,"1","Sonsbeek","1","2005-12-06","Trudi"
"1091",NULL,"1079","4",,"1","Stedelijk Museum Amsterdam","1","2005-12-06","Trudi"
"1092",NULL,"1079","4",,"1","Vereniging Rembrandt","1","2005-12-06","Trudi"
"1093",NULL,"1079","4",,"1","Steendrukkerij De Jong &amp; Co.","1","2006-02-10","Trudi"
"1094",NULL,"1079","4",,"1","Joods Historisch Museum","1","2005-12-06","Trudi"
"1095",NULL,"1079","4",,"1","Bols Taverne","1","2009-04-27","Bernadine Ypma"
"1096",NULL,"1079","4",,"1","Gemeente Delft","1","2005-12-06","Trudi"
"1097",NULL,"1079","4",,"1","Bond van Nederlandse Architecten BNA","1","2005-12-08","Trudi"
"1098",NULL,"2203","17",,"1","1985, 1990 Van Gogh Museum","1","2007-11-07","KvdH"
"1100",NULL,"957","17",,"1","1970 H. Vettewinkel &amp; Zonen NV","1","2007-11-07","KvdH"
"1101",NULL,"1079","4",,"1","Tropenmuseum","1","2005-12-08","Trudi"
"1102",NULL,"1079","4",,"1","Commissie voor de collectieve propaganda van het Nederlandse boek CPNB","1","2009-03-19","Bernadine Ypma"
"1104",NULL,"1079","4",,"1","Nederlandsche Federatie van Beroepsvereenigingen van Kunstenaars","1","2005-12-08","Trudi"
"1105",NULL,"1079","4",,"1","Overlegorgaan van Joden en Christenen","1","2005-12-08","Trudi"
"1106",NULL,NULL,"9","<p>Samenwerking gedurende de periode 1958 - 1962</p>","1","Drukkerij Verweij, Mijdrecht","1","2006-01-27","Karin"
"1108",NULL,"1079","4",,"1","Haags Gemeentemuseum","1","2005-12-12","Trudi"
"1110",NULL,"1079","4",,"1","Anne Frank Stichting","1","2005-12-12","Trudi"
"1111",NULL,"1079","4",,"1","Otto Treumann","1","2009-05-11","Bernadine Ypma"
"1112",NULL,"1079","4",,"1","Musement","1","2005-12-12","Trudi"
"1113",NULL,"1079","4",,"1","CO-OP Nederland","1","2005-12-12","Trudi"
"1114",NULL,"1079","4",,"1","Albert Dorne Stichting","1","2005-12-12","Trudi"
"1115",NULL,"1079","4",,"1","Prent 190","1","2005-12-12","Trudi"
"1116",NULL,"1079","4",,"1","Nieuw Israelitisch Weekblad","1","2005-12-12","Trudi"
"1117",NULL,"1079","4",,"1","Holland Festival","1","2005-12-12","Trudi"
"1118",NULL,"1079","4",,"1","Nederlands Openluchtmuseum","1","2005-12-12","Trudi"
"1121",NULL,"1079","4",,"1","Rijksmuseum Amsterdam","1","2005-12-12","Trudi"
"1122",NULL,"1079","4",,"1","Gemeentemuseum Arnhem","1","2005-12-12","Trudi"
"1123",NULL,"1079","4",,"1","U.M.S. Pastoe","1","2005-12-12","Trudi"
"1125",NULL,"1096","4",,"1","Museum Het Prinsenhof","1","2005-12-12","Trudi"
"1126",NULL,"1079","4",,"1","De Bijenkorf","1","2005-12-12","Trudi"
"1128",NULL,"1079","4",,"1","Frans Halsmuseum","1","2005-12-12","Trudi"
"1129",NULL,"1079","4",,"1","Kunsthandel M.L. de Boer","1","2005-12-12","Trudi"
"1131",NULL,"1079","4",,"1","Toneelgroep Theater Arnhem","1","2005-12-13","Trudi"
"1132",NULL,"370","10",,"1","Affiches","1","2005-12-13","Suzanne"
"1133",NULL,"104","10",,"1","Morisawa","1","2005-12-13","Suzanne"
"1134",NULL,"296","10",,"1","Affiches","1","2005-12-13","Suzanne"
"1135",NULL,"1079","4",,"1","Gemeente Breda","1","2005-12-14","Trudi"
"1137",NULL,"1079","4",,"1","Internationaal Rayon Verkoopkantoor NV","1","2005-12-14","Trudi"
"1139",NULL,"2203","17",,"1","1970 - 1978 Galerie Nouvelles Images","1","2007-11-07","KvdH"
"1140",NULL,"986","17",,"1","Rijksmuseum Meermanno Westreenianum","1","2005-12-14","Suzanne"
"1141",NULL,"1079","4",,"1","Koninklijke Luchtvaart Maatschappij KLM","1","2005-12-15","Trudi"
"1142",NULL,"1079","4",,"1","Metz &amp; Co","1","2005-12-15","Trudi"
"1143",NULL,"1079","4",,"1","Nederlandse Cementindustrie","1","2005-12-15","Trudi"
"1144",NULL,"1079","4","<p>Grafiekkring roningen is een gezamelijk initiatief van het Bureau Culturele Zaken van de Gemeente Groningen, het Groninger Museum voor Stad en Lande, Prent 190 en Wolters-Noordhoff NV</p>","1","Grafiek kring Groningen","1","2009-04-27","Bernadine Ypma"
"1145",NULL,"1079","4",,"1","Cefina-JMW","1","2005-12-15","Trudi"
"1146",NULL,"1079","4",,"1","Joods Nationaal Fonds","1","2005-12-15","Trudi"
"1147",NULL,"986","17",,"1","Kunsthandel M.L. de Boer","1","2005-12-19","Suzanne"
"1149",NULL,"1079","4",,"1","Solidariteitscomité voor de Joden in de Sowjetunie","1","2005-12-19","Trudi"
"1150",NULL,"1079","4",,"1","EL AL","1","2006-02-27","Trudi"
"1151",NULL,"957","17",,"0","Klein drukwerk","1","2007-11-07","KvdH"
"1155",NULL,"957","17",,"0","Affiches","1","2007-11-07","KvdH"
"1156",NULL,"1079","4",,"1","Rijkspostspaarbank","1","2005-12-19","Trudi"
"1157",NULL,"1079","4",,"1","Allert de Lange","1","2005-12-19","Trudi"
"1159",NULL,"1079","4",,"1","Philips","1","2005-12-20","Trudi"
"1160",NULL,"1079","4",,"1","Rijksmuseum Kröller-Müller","1","2005-12-20","Trudi"
"1162",NULL,"1079","4",,"1","Technische Hogeschool Delft","1","2009-06-03","Bernadine Ypma"
"1164",NULL,"342","10",,"1","Affiches kantinetentoonstellingen","1","2005-12-20","Suzanne"
"1165",NULL,"1079","4",,"1","Prins Bernhard Fonds","1","2006-01-03","Trudi"
"1167",NULL,"1079","4",,"1","Stichting Openbaar Kunstbezit","1","2006-01-03","Trudi"
"1168",NULL,"418","10",,"1","Affiches","1","2006-01-03","Suzanne"
"1169",NULL,"1083","4","<p></p><p>Briefpapier, enveloppen en aanverwant drukwerk van kleine opdrachtgevers</p><p></p>","1","Huisstijl","1","2006-02-15","Trudi"
"1171",NULL,NULL,"3",,"3","Diverse opdrachtgevers","1","2006-02-08","KvdH"
"1172",NULL,NULL,"3",,"3","Em. Querido's Uitgeverij NV","1","2006-01-04","Suzanne"
"1173",NULL,NULL,"3",,"3","Stichting De Roos","1","2006-01-04","Suzanne"
"1174",NULL,"1079","4",,"1","'t Koggeschip / Intenso Offset","1","2006-02-07","Trudi"
"1175",NULL,"1079","4",,"1","Proost &amp; Brandt NV","1","2006-01-04","Trudi"
"1176",NULL,NULL,"3",,"3","A. Manteau NV","1","2006-01-09","Suzanne"
"1177",NULL,"1079","4",,"1","3 a's, art, applied art, architecture","1","2006-01-04","Trudi"
"1183",NULL,"87","9",,"1","Hollandsche Beton Maatschappij","1","2006-01-06","Karin"
"1184",NULL,"1066","9","<p></p><p>Van 1956 tot en met 1965 ontwierp Van Keulen omslagen en illustraties van het huisorgaan van Bols Bouquet. In totaal zijn 25 nummers van zijn hand verschenen.<br /></p><p></p>","1","Bouquet, huisorgaan 1956-1965","1","2006-01-06","Karin"
"1185",NULL,"1066","9",,"1","Brochures en folders","1","2006-01-18","Karin"
"1186",NULL,"1385","9","<p>Tijdschrift voor de peugeot-rijder, van 1958 tot 1970 per jaar gebundeld, één of meerdere nummers per jaar aanwezig.</p>","1","Een wonder op wielen, tijdschrift voor de ware autoliefhebber","1","2006-03-31","KvdH"
"1188",NULL,NULL,"3",,"3","CPNB","1","2006-01-10","Suzanne"
"1189",NULL,NULL,"3",,"3","Uitgeverij L.J. Veen BV","1","2006-01-10","Suzanne"
"1190",NULL,NULL,"3",,"3","Gemeente Amsterdam","1","2006-01-10","Suzanne"
"1193",NULL,NULL,"3",,"3","Rijksmuseum Amsterdam","1","2006-01-10","Suzanne"
"1194",NULL,NULL,"3",,"3","AKZO","1","2006-01-11","Suzanne"
"1196",NULL,"1067","9",,"1","Madeira","1","2006-01-11","Karin"
"1197",NULL,"1067","9",,"1","Vin du table","1","2006-01-11","Karin"
"1198",NULL,"1067","9",,"1","Bourgogne","1","2006-01-11","Karin"
"1199",NULL,"1067","9",,"1","Bordeaux","1","2006-01-11","Karin"
"1200",NULL,"1066","9","<p></p><p>Wijnhandel en agent van de firma Oud<br /></p><p><br /></p><p><br /></p><p><br /></p><p>http://gemeentearchief.amsterdam.nl/archieven/oi/inventaris/1134.nl.html<br /></p><p></p>","1","Ferwerda &amp; Tieman","1","2006-01-27","Karin"
"1201",NULL,NULL,"3",,"3","Provinciale Noordbrabantsche Electriciteits mij. (PNEM) NV","1","2006-01-12","Suzanne"
"1202",NULL,NULL,"3",,"3","Dok- en werf-maatschappij Wilton-Fijenoord NV","1","2006-01-12","Suzanne"
"1203",NULL,"1079","4",,"1","Van Leer BV","1","2006-01-12","Trudi"
"1204",NULL,NULL,"3",,"3","Heineken NV","1","2006-01-12","Suzanne"
"1205",NULL,"1079","4",,"1","Nederlandse Gasunie","1","2006-01-12","Trudi"
"1206",NULL,"1079","4",,"1","Wolters Kluwer; Wolters Noordhoff; Wolters Samsom","1","2006-02-10","Trudi"
"1207",NULL,NULL,"3",,"3","Drukkerij en Uitgeversbedrijf Lecturis BV","1","2006-01-12","Suzanne"
"1208",NULL,NULL,"3",,"3","Rabobank Nederland","1","2006-01-17","Suzanne"
"1209",NULL,NULL,"3",,"3","Kunsthandel M.L. de Boer","1","2006-01-12","Suzanne"
"1210",NULL,NULL,"3",,"3","Meijer Pers NV","1","2006-01-12","Suzanne"
"1211",NULL,"1079","4",,"1","Cercle Graphique Européen","1","2006-01-12","Trudi"
"1212",NULL,"1079","4",,"1","Stichting Manifestatie Kind en Leefmilieu 1972","1","2006-01-16","Trudi"
"1213",NULL,"1079","4",,"1","Centraal Diergeneeskundig Instituut CDI","1","2006-01-16","Trudi"
"1214",NULL,"1079","4",,"1","Perry van der Kar","1","2006-01-16","Trudi"
"1216",NULL,NULL,"3",,"3","Elsevier","1","2006-01-16","Suzanne"
"1217",NULL,"1145","4",,"1","Stichting Joods Maatschappelijk Werk","1","2006-01-16","Trudi"
"1218",NULL,NULL,"3",,"3","Provinciaal Bestuur van Noord Holland","1","2006-01-16","Suzanne"
"1219",NULL,"1079","4",,"1","Nederlands Israelitisch Genootschap","1","2006-01-16","Trudi"
"1220",NULL,"1079","4",,"1","Liberaal Joodse Gemeente","1","2006-01-16","Trudi"
"1222",NULL,"1079","4",,"1","Veenman kantoormachines NV","1","2006-01-16","Trudi"
"1223",NULL,NULL,"3",,"3","Nederlandsche Middenstandsbank","1","2006-01-17","Suzanne"
"1224",NULL,"1197","9",,"1","Beaulieu, vin de table superieur","1","2006-01-17","Karin"
