"id","volgorde","fk_rubriek_parent","fk_archief","toelichting","publiceren","naam","app_state","datum_gewijzigd","gewijzigd_door"
"2646",NULL,"3008","12",,"1","Academisch Ziekenhuis VU","1","2009-01-08","Linda Kool"
"2647",NULL,"3011","12",,"1","GPdWegvervoer","1","2008-06-17","Maja Klooster"
"2648",NULL,"3015","12",,"1","Stichting Kunst en Bedrijf","1","2008-06-17","Britt Grootes"
"2649",NULL,"3010","12",,"1","Exquis","1","2008-06-17","Maja Klooster"
"2650",NULL,"3016","12",,"1","Vereniging Eigen Huis","1","2008-06-17","Linda Kool"
"2651",NULL,"3011","12",,"1","Gemeente Capelle a/d IJssel","1","2008-06-17","Britt Grootes"
"2653",NULL,"3016","12",,"1","Van Hoof","1","2008-06-17","Linda Kool"
"2654",NULL,"3016","12",,"1","Uitgeverij Bert Bakker","1","2008-06-17","Maja Klooster"
"2656",NULL,"3013","12",,"1","Organon","1","2008-06-17","Britt Grootes"
"2657",NULL,"3015","12",,"1","Struktuur 68 NV","1","2008-06-17","Linda Kool"
"2658",NULL,"3016","12",,"1","Technische Hogeschool Delft","1","2008-06-17","Maja Klooster"
"2659",NULL,"3014","12",,"1","Rijksmuseum Vincent van Gogh","1","2008-06-30","Maja Klooster"
"2660",NULL,"3016","12",,"1","Unilever NV","1","2008-06-17","Maja Klooster"
"2661",NULL,"3014","12",,"1","Rembrandt Pfann NV","1","2008-06-18","Linda Kool"
"2662",NULL,"3015","12",,"1","Stichting Sociaal Fonds Bouwnijverheid SFB","1","2008-06-18","Linda Kool"
"2663",NULL,"3015","12","<p><ul><li>Algemeen Arbeidsongeschiktheidsfonds (AAf)</li><li>Arbeidsongeschiktheidsfonds (Aof)</li><li>Algemeen Werkloosheidsfonds (AWf)</li></ul><ul><li>Overlegorgaan Werkloosheids- en Arbeidsvoorzieningen</li><li>Commissie ad hoc</li><li>Begeleidingscommissie Werkenrode/Hoensbroeck</li><li>Stichting tot bevordering der Verzekeringsgeneeskunde<br /></li></ul></p>","1","Sociale Verzekeringsraad SVr","1","2008-06-18","Linda Kool"
"2664",NULL,"3015","12",,"1","Steendrukkerij De Jong","1","2008-11-11","Maja Klooster"
"2665",NULL,"3012","12","<p>Deze rubriek bevat tevens stukken afkomstig uit de periode vóór de oprichting van Total Design. <br /></p>","1","Internationale Gewapendbeton-Bouw NV IGB","1","2008-11-10","Maja Klooster"
"2666",NULL,"3016","12",,"1","Unigro NV","1","2008-06-19","Maja Klooster"
"2667",NULL,"3016","12",,"1","Trouw BV (Nederland en International)","1","2008-08-18","Maja Klooster"
"2668",NULL,"3010","12","<p>De bedrijfsnaam Erdal is veranderd in Intradal.</p>","1","Erdal BV / Intradal NV","1","2008-06-19","Linda Kool"
"2669",NULL,"3009","12","<p>In deze rubriek bevinden zich ook stukken uit de periode vóór de oprichting van Total Design. </p>","1","Commissie Collectieve Propaganda van het Nederlandse Boek CPNB","1","2008-11-10","Maja Klooster"
"2670",NULL,"3012","12","<p><ul><li>BV Tivoli Theater</li><li>Astoria Nova Beheer BV</li><li>Grobion BV</li><li>VOF Corso</li><li>Chermoek's Theaters BV<br /></li></ul></p>","1","Jogchem's Theaters BV","1","2008-06-19","Linda Kool"
"2671",NULL,"3015","12",,"1","Stichting De Appel","1","2008-06-23","Maja Klooster"
"2673",NULL,"3008","12","<p></p><p>Internationale postzegeltentoonstelling</p><p></p>","1","Amphilex","1","2008-06-23","Britt Grootes"
"2674",NULL,"3015","12",,"1","Spoorweg Bouwbedrijf NV","1","2008-06-23","Maja Klooster"
"2675",NULL,"3012","12",,"1","Informatiecentrum Nieuw Land Lelystad","1","2008-06-23","Linda Kool"
"2676",NULL,"3016","12",,"1","Zuidelijk Toneel Globe","1","2008-06-23","Britt Grootes"
"2677",NULL,"3015","12",,"1","Stichting Voorlichtingscentrum Crematoriumbouw","1","2008-06-23","Maja Klooster"
"2678",NULL,"3012","12",,"1","Industriële Raad voor de Oceanologie IRO","1","2008-06-23","Linda Kool"
"2679",NULL,"3015","12",,"1","Stichting Centrale Administratie Welzijnszorg CAW","1","2008-06-23","Maja Klooster"
"2680",NULL,"3010","12",,"1","Dansresearch","1","2008-06-23","Britt Grootes"
"2681",NULL,"3012","12",,"1","Instituut voor Longitudinaal Beleidsonderzoek ILBO","1","2008-06-23","Linda Kool"
"2682",NULL,"3015","12",,"1","Stichting Sonsbeek","1","2008-06-23","Maja Klooster"
"2683",NULL,"3010","12",,"1","De Bijenkorf","1","2008-06-23","Britt Grootes"
"2684",NULL,"3008","12",,"1","Ahoy'","1","2008-06-23","Linda Kool"
"2685",NULL,"3008","12",,"1","Algemeen Handelsblad","1","2008-06-23","Linda Kool"
"2686",NULL,"3015","12",,"1","Stichting Het Derde Net","1","2008-06-24","Maja Klooster"
"2687",NULL,"3008","12",,"1","AZS Meubels BV","1","2008-06-24","Linda Kool"
"2688",NULL,"3008","12",,"1","Algemene Bank Nederland NV","1","2008-06-24","Linda Kool"
"2689",NULL,"2683","12",,"1","Bijenkorf Eindhoven","1","2008-06-24","Britt Grootes"
"2690",NULL,"3012","12","<p></p><p>onderdelen:<br /></p><p><ul><li>Hydronamic BV</li><li>Marine Structure Consultants (MSC) BV<br /></li></ul></p>","1","Koninklijke Boskalis Westminster NV","1","2008-06-24","Maja Klooster"
"2691",NULL,"3008","12",,"1","Amstone Diamond Center NV / Christiaan Lewis en Zoon NV","1","2008-06-24","Linda Kool"
"2692",NULL,"3012","12","<p>Databank NV betreft een onderdeel.</p>","1","Kamer van Koophandel en Fabrieken","1","2008-06-24","Maja Klooster"
"2693",NULL,"3013","12",,"1","Maison de Bonneterie","1","2008-06-25","Maja Klooster"
"2694",NULL,"3008","12",,"1","Architectenbureau Prins BV","1","2008-06-25","Linda Kool"
"2695",NULL,"3012","12",,"1","Koninklijk Instituut voor de Tropen KIT","1","2008-06-25","Linda Kool"
"2696",NULL,"3013","12",,"1","Marcel Muyres","1","2008-06-25","Maja Klooster"
"2697",NULL,"3009","12",,"1","Benjamins &amp; Benjamins Experts","1","2008-06-25","Linda Kool"
"2698",NULL,"3016","12",,"1","Uitgeverij Media 2000 NV","1","2008-06-25","Maja Klooster"
"2699",NULL,"3012","12",,"1","Katholieke Artsenvereniging","1","2008-06-25","Linda Kool"
"2701",NULL,"3013","12","<p>Bedrijfsonderdelen:<br /><ul><li>Algemene Levensherverzekering Maatschappij NV</li><li>New London Reinsurance Company Ltd</li><li>General Reinsurance Syndicate Ltd<br /></li></ul></p>","1","Nederlandse Reassurantie Groep NV NRG","1","2008-06-25","Maja Klooster"
"2702",NULL,"3009","12",,"1","B&amp;G Hekwerk BV","1","2008-06-25","Linda Kool"
"2703",NULL,"3010","12",,"1","Delftse Universitaire pers","1","2008-06-25","Maja Klooster"
"2704",NULL,"3009","12",,"1","Balletschool Flic-Flac","1","2008-06-25","Linda Kool"
"2705",NULL,"3009","12",,"1","Benthem, Crouwel, Wiersma Architekten","1","2008-06-25","Linda Kool"
"2706",NULL,"3009","12",,"1","Buro Wiegerinck BV","1","2008-06-25","Linda Kool"
"2707",NULL,"2571","12","<p></p><p>Introductie van de Acceptgiro. Meewerkende instellingen:<br /></p><p><ul><li>De gezamenlijke banken en spaarbanken</li><li>Postgiro/rijkspostspaarbank<br /></li></ul></p>","1","Acceptgiro","1","2008-06-26","Linda Kool"
"2709",NULL,"3011","12",,"1","Hollands Diep","1","2008-06-26","Linda Kool"
"2710",NULL,"3015","12",,"1","Stichting Wereldtentoonstelling Osaka 1970","1","2008-06-26","Linda Kool"
"2711",NULL,"3010","12",,"1","De Beyerd","1","2008-06-27","Maja Klooster"
"2712",NULL,"3011","12",,"1","Harry N. Abrams, Inc.","1","2008-06-27","Linda Kool"
"2713",NULL,"3010","12",,"1","De Klerk Binnenbouw","1","2008-06-27","Maja Klooster"
"2714",NULL,"3009","12",,"1","Centraal Laboratorium van de Bloedtransfusiedienst van het Nederlandse Rode Kruis CLB","1","2008-06-27","Linda Kool"
"2715",NULL,"3010","12",,"1","DMV Campina","1","2008-06-27","Maja Klooster"
"2716",NULL,"3010","12",,"1","De Tombe, Melse &amp; Co.","1","2008-06-27","Maja Klooster"
"2717",NULL,"3014","12",,"1","Rabobank","1","2008-06-27","Linda Kool"
"2718",NULL,"3012","12","<p>Internationale Bedrijfsmachine Maatschappij NV</p>","1","IBM","1","2008-10-13","Linda Kool"
"2719",NULL,"3010","12","<p>De Hollandsche Compagnie NV</p>","1","Deholco","1","2008-06-30","Maja Klooster"
"2720",NULL,"3013","12","<p>Instituut voor kantaktlenzen <br /></p>","1","Oculenti","1","2008-06-30","Britt Grootes"
"2721",NULL,"3010","12",,"1","De Rooy / Hali","1","2008-06-30","Maja Klooster"
"2722",NULL,"3012","12",,"1","Koninklijk Paleis te Amsterdam","1","2008-06-30","Britt Grootes"
"2723",NULL,"3011","12",,"1","Gemeente Dronten","1","2008-06-30","Britt Grootes"
"2724",NULL,"3015","12",,"1","Stichting Rietveld Schröder Huis","1","2008-06-30","Maja Klooster"
"2725",NULL,"3008","12",,"1","Alice Edeling","1","2008-06-30","Linda Kool"
"2726",NULL,"3011","12",,"1","H. van Dam Azn &amp; Zonen","1","2008-06-30","Britt Grootes"
"2727",NULL,"3011","12",,"1","Gemeente Vervoers Bedrijf GVB","1","2008-06-30","Britt Grootes"
"2728",NULL,"3012","12",,"1","Louise van Santen","1","2008-06-30","Maja Klooster"
"2729",NULL,"2580","12","<p><ul><li>Korrekt Schoonmaakdienst (internationaal: Korrekt Glas- und Gebäudereinigung GmbH en BelglasCleaning sa)<br /></li><li>Korrekt Catering  <br /></li><li>Uitzendbureau Korrekt Utrecht BV</li></ul></p>","1","Korrekt Bedrijfsdiensten BV","1","2008-07-03","Maja Klooster"
"2730",NULL,"2580","12","<p>Groupe Services Industrie SA</p>","1","GSI","1","2008-08-28","Maja Klooster"
"2732",NULL,"1891","20",,"1","Centraal Museum","1","2008-07-09","Britt Grootes"
"2733",NULL,"1891","20",,"1","Ahrend NV","1","2008-07-09","Britt Grootes"
"2734",NULL,"1891","20",,"1","Waanders Uitgevers","1","2008-07-09","Britt Grootes"
"2735",NULL,"1891","20",,"1","Museum Boymans-van Beuningen","1","2008-07-09","Britt Grootes"
"2736",NULL,"3012","12","<p>voorheen Schut Superieur NV</p>","1","Koninklijke Schut NV","1","2008-08-18","Maja Klooster"
"2737",NULL,"1891","20",,"1","Noorderbreedte","1","2008-07-10","Britt Grootes"
"2738",NULL,"1891","20",,"1","Museum Meermanno-Westreenianum / Museum van het Boek","1","2008-07-15","Britt Grootes"
"2740",NULL,"1886","20",,"1","Tekst door Wim Crouwel","1","2008-07-16","Britt Grootes"
"2741",NULL,"1886","20",,"1","Tekst over Wim Crouwel","1","2008-07-16","Britt Grootes"
"2742",NULL,NULL,"20","<p></p><p>Catalogi van tentoonstellingen waar Crouwel met zijn werk vertegenwoordigd was.</p><p></p>","1","5. Tentoonstellingen","1","2008-07-31","Britt Grootes"
"2743",NULL,"1890","20",,"1","Stedelijk Museum Amsterdam","1","2008-07-17","Britt Grootes"
"2744",NULL,"1888","20",,"1","Eigen drukwerk","1","2008-07-17","Britt Grootes"
"2745",NULL,"2746","20",,"1","Gridnik","1","2008-07-21","Britt Grootes"
"2746",NULL,"1890","20",,"1","Lettertypes","1","2008-07-21","Britt Grootes"
"2747",NULL,"2742","20",,"1","Groepstentoonstellingen","1","2008-07-21","Britt Grootes"
"2748",NULL,"2742","20",,"1","Solotentoonstellingen","1","2008-07-21","Britt Grootes"
"2749",NULL,"1890","20",,"1","Total Design","1","2008-07-21","Britt Grootes"
"2750",NULL,"1890","20",,"1","Print Gallery: Typographics organised spacing patterns","1","2008-07-30","Britt Grootes"
"2751",NULL,"1890","20",,"1","Propyläen Verlag","1","2008-07-30","Britt Grootes"
"2752",NULL,"1890","20",,"1","Gruppo 4","1","2008-07-31","Britt Grootes"
"2753",NULL,"3013","12",,"1","Macobouw BV","1","2008-08-01","Linda Kool"
"2754",NULL,"2757","12","<p></p><p>    </p><p></p>","1","Steenkolen Handels Vereeniging SHV","1","2008-08-04","Britt Grootes"
"2755",NULL,"1883","20",,"1","Plakboeken en werkpresentaties","1","2008-08-05","Britt Grootes"
"2756",NULL,"3015","12","<p></p><p>In deze rubriek bevinden zich ook stukken uit de periode vóór de oprichting van Total Design. </p><p></p>","1","Stedelijk Museum Amsterdam","1","2008-08-07","Maja Klooster"
"2757",NULL,"3015","12",,"1","SHV Holding","1","2008-08-05","Britt Grootes"
"2758",NULL,"2757","12",,"1","PAM","1","2008-08-05","Britt Grootes"
"2759",NULL,"2758","12",,"1","Calpam","1","2008-08-06","Britt Grootes"
"2760",NULL,"3011","12",,"1","Friesland Bank","1","2008-08-07","Linda Kool"
"2761",NULL,"3011","12",,"1","Gemeente Bordeaux","1","2008-08-11","Linda Kool"
"2762",NULL,"2756","12",,"1","Ontwerpen, correspondentie, drukfilms en werkmateriaal","1","2008-08-08","Maja Klooster"
"2763",NULL,"2756","12",,"1","Divers klein drukwerk","1","2008-08-08","Maja Klooster"
"2764",NULL,"2757","12",,"1","GTI","1","2008-08-11","Britt Grootes"
"2765",NULL,"3009","12",,"1","Bax Nyst &amp; Zwartkruis","1","2008-08-11","Linda Kool"
"2766",NULL,"3016","12",,"1","Tuin- en landschapsarchitektenburo J. Boon","1","2008-08-11","Maja Klooster"
"2767",NULL,"3009","12",,"1","Concertgebouworkest","1","2008-08-11","Linda Kool"
"2768",NULL,"3012","12",,"1","Looten de Sonnaville BV organisatie-adviseurs","1","2008-08-11","Maja Klooster"
"2769",NULL,"2757","12",,"1","Geveke","1","2008-08-11","Britt Grootes"
"2770",NULL,"3012","12",,"1","Koninklijk Verbond van Grafische Ondernemingen KGVO","1","2008-08-11","Linda Kool"
"2772",NULL,"3012","12",,"1","Katan BV","1","2008-08-12","Maja Klooster"
"2773",NULL,"3011","12",,"1","Gemeente Amsterdam","1","2008-08-12","Maja Klooster"
"2774",NULL,"3012","12",,"1","Janssen Pharmaceutica BV","1","2008-08-12","Linda Kool"
"2775",NULL,"3016","12",,"1","Werkgroep Kokon Architecten BV","1","2008-08-12","Linda Kool"
"2776",NULL,"3016","12",,"1","Wetenschappelijke Raad voor het Regeringsbeleid WRR","1","2008-08-13","Linda Kool"
"2777",NULL,"3011","12",,"1","Hong Kong Bank","1","2008-08-13","Maja Klooster"
"2778",NULL,"3016","12",,"1","Willemswerf","1","2008-08-13","Linda Kool"
"2779",NULL,"3011","12",,"1","Grand Hotel Krasnapolsky","1","2008-08-13","Maja Klooster"
"2780",NULL,"3012","12","<p>In deze rubriek bevinden zich ook stukken uit de periode vóór de oprichting van Total Design. </p>","1","KLM","1","2008-11-10","Maja Klooster"
"2781",NULL,"3011","12",,"1","Gemeente Leeuwarden","1","2008-08-13","Maja Klooster"
"2782",NULL,"3016","12",,"1","Technische Unie","1","2008-08-13","Linda Kool"
"2783",NULL,"3015","12",,"1","Stichting Promotie Imago Amsterdam PRIMA","1","2008-08-14","Linda Kool"
"2785",NULL,"3015","12","<p></p><p>Stichting Onderwijsbegeleidingsdienst West Friesland<br /></p><p></p>","1","Stichting OBD West Friesland","1","2008-08-14","Linda Kool"
"2786",NULL,"3016","12",,"1","Vereenigde Glasfabrieken NV","1","2008-08-18","Linda Kool"
"2788",NULL,"3011","12",,"1","Holland Festival","1","2008-08-15","Bernadine Ypma"
"2789",NULL,"3014","12",,"1","Philips","1","2008-08-15","Bernadine Ypma"
"2790",NULL,"3010","12",,"1","Drukkerij van Soest BV","1","2008-08-18","Linda Kool"
"2791",NULL,"3010","12","<p>Dochteronderneming: Algemeene Verzekering Maatschappij Hercules NV</p>","1","De Nederlanden van 1870 NV","1","2008-08-18","Bernadine Ypma"
"2792",NULL,"3016","12","<p>Urban and Regional Planning and Architectural Consultants</p>","1","URPAC BV","1","2008-08-18","Linda Kool"
"2793",NULL,"3016","12","<p></p><p>Touche Ross International</p><p></p>","1","TRN Groep","1","2008-08-18","Linda Kool"
"2794",NULL,"3015","12","<p>Gebouwencomplex in het Centrum van Hilversum. SilverShopping en SilverParking zijn onderdelen.</p>","1","SilverPoint","1","2008-08-18","Linda Kool"
"2795",NULL,"3010","12",,"1","Elsevier NV","1","2008-08-19","Bernadine Ypma"
"2796",NULL,"3015","12",,"1","Suikerunie","1","2008-08-19","Linda Kool"
"2797",NULL,"3016","12",,"1","Zandstra-De Leeuw BV","1","2008-08-19","Maja Klooster"
"2798",NULL,"3016","12","<p>Y-Tech betreft een kantoorgebouw aan de Van Diemenstraat in Amsterdam met verschillende huurders. De opdrachtgever is Birkstaete Beheer BV in Soest. </p>","1","Y-Tech","1","2008-08-19","Maja Klooster"
"2800",NULL,"3012","12",,"1","Jantje de Goede Banket BV","1","2008-08-19","Bernadine Ypma"
"2802",NULL,"3015","12","<p>Samenwerkende elektriciteits-produktiebedrijven</p>","1","Sep","1","2008-08-19","Linda Kool"
"2803",NULL,"2550","12",,"1","Communicatietraining De Boer","1","2008-08-19","Maja Klooster"
"2804",NULL,"3013","12","<p>Tijdens het ontwerpproces had dit bureau ook de volgende namen: archiplan, archurb, search. Het kwam ook naamloos voor waarbij alleen de namen van de oprichters gebruikt werden: Van Embden, Choisy, Roorda van Eysinga, Smelt en Wittermans.</p>","1","OD205","1","2008-10-14","Britt Grootes"
"2805",NULL,"3010","12",,"1","Eijkelenboom en Middelhoek architecten","1","2008-08-20","Bernadine Ypma"
"2806",NULL,"3016","12",,"1","Vereniging samenwerkende architektenburo's","1","2008-08-20","Bernadine Ypma"
"2807",NULL,"3014","12",,"1","Pedologisch Instituut Rotterdam","1","2008-08-20","Bernadine Ypma"
"2808",NULL,"3014","12",,"1","Pallas","1","2008-08-20","Linda Kool"
"2809",NULL,"3011","12",,"1","Haaf Dijk en Duin","1","2008-08-21","Linda Kool"
"2810",NULL,"3009","12","<p>dochteronderneming HC implants BV</p>","1","CAM implants BV","1","2008-08-22","Bernadine Ypma"
"2811",NULL,"3009","12",,"1","Centrum van Ouderen Flesseman","1","2008-08-25","Maja Klooster"
"2813",NULL,"3015","12",,"1","Stichting ENTER","1","2008-08-25","Maja Klooster"
"2814",NULL,"3010","12",,"1","Enraf-Nonius","1","2008-08-25","Maja Klooster"
"2815",NULL,"3010","12",,"1","Drs Annette Schwarz","1","2008-08-25","Linda Kool"
"2816",NULL,"3009","12",,"1","CTP","1","2008-08-26","Maja Klooster"
"2817",NULL,"3011","12",,"1","Het Mauritshuis","1","2008-08-26","Linda Kool"
"2818",NULL,"3008","12","<p>Alcredima \ BCE<br /></p><p>Alcredima Spaarbank</p><p>Alcredima Banque d'Espargne<br /></p><p></p>","1","Alcredima","1","2008-08-26","Bernadine Ypma"
"2819",NULL,"3008","12","<p></p><p>Alliance Europeenne de Banques<br /></p><p>Allied European Banks</p><p>samenwerking tussen de Amro bank en de Generale Bank<br /></p><p></p>","1","AEB","1","2008-08-29","Bernadine Ypma"
"2820",NULL,"3009","12",,"1","Cito","1","2008-08-26","Maja Klooster"
"2821",NULL,"3013","12",,"1","Mita","1","2008-08-26","Linda Kool"
"2822",NULL,"3008","12",,"1","Amstel Diamonds Ltd","1","2008-08-26","Bernadine Ypma"
"2823",NULL,"3016","12",,"1","Vrije Universiteit","1","2008-08-26","Maja Klooster"
"2824",NULL,"3008","12",,"1","Amro bank","1","2008-08-29","Bernadine Ypma"
"2826",NULL,"3015","12",,"1","Stibbe, Blaisse &amp; De Jong","1","2008-08-27","Linda Kool"
"2827",NULL,"3013","12","<p></p><p>Onderdeel van de Stichting Het Nederlands Studiecentrum voor Informatica.</p><p><br /></p><p><br /></p><p><br /></p><p></p>","1","Nederlands Opleidingsinstituut voor Informatica NOVI","1","2009-01-12","Maja Klooster"
"2828",NULL,"3013","12",,"1","Ministerie van Sociale Zaken en Werkgelegenheid","1","2008-08-28","Linda Kool"
"2829",NULL,"3016","12",,"1","Van Loghum Slaterus BV","1","2008-08-28","Maja Klooster"
"2830",NULL,"3013","12",,"1","Musée du Louvre","1","2008-08-29","Maja Klooster"
"2832",NULL,"3015","12","<p></p><p>In deze rubriek bevinden zich stukken uit de periode vóór de oprichting van Total Design.</p><p></p>","1","Stedelijk Van Abbemuseum","1","2008-12-03","Maja Klooster"
"2833",NULL,"3016","12",,"1","Verheijen BV","1","2008-08-29","Maja Klooster"
"2834",NULL,"3013","12",,"1","ORGA Groep Werving en Selektie BV","1","2008-08-29","Bernadine Ypma"
"2835",NULL,"3015","12","<p></p><p>Koert Stuyf en Ellen Edinoff hebben de artistieke leiding.<br /></p><p></p>","1","Stichting Eigentijdse Dans","1","2008-08-29","Maja Klooster"
"2838",NULL,"3013","12","<p>Nederlands Centraal Instituut voor Giraal Effectenverkeer BV en Nederlands Interprofessioneel Effectencentrum </p>","1","NEGICEF / NIEC BV","1","2008-09-01","Bernadine Ypma"
"2839",NULL,"3010","12","<p></p><p>Ontwerpen voor logo, kleurontwerp gevel, lichtbak en productverpakking afgekeurd. </p><p></p>","1","De Groene Winkel Nederland BV","1","2008-09-01","Bernadine Ypma"
"2840",NULL,"3010","12","<p></p><p>European Space Agency</p><p></p>","1","ESA ESTEC","1","2008-09-01","Bernadine Ypma"
"2841",NULL,"3010","12","<p></p><p>Contained and customized cargo handlers</p><p></p>","1","ECT Europe Combined Terminals BV","1","2008-09-02","Bernadine Ypma"
"2842",NULL,"3012","12","<p></p><p>KMG staat voor Klynveld Main Goerdeler. <br /></p><p>In 1987 fuseerde KMG met Peat Marwick International PMI tot Klynveld Peat Marwick Goerdeler KPMG. <br /></p><p>Ook de ontwerpen voor KMPG worden in deze rubriek beschreven. <br /></p><p></p>","1","KMG","1","2008-09-02","Maja Klooster"
"2843",NULL,"3009","12",,"1","Capc Musée Bordeaux","1","2008-09-02","Linda Kool"
"2844",NULL,"3013","12",,"1","Ministerie van Buitenlandse Zaken","1","2008-09-02","Bernadine Ypma"
"2845",NULL,"3014","12",,"1","Rijksvoorlichtingsdienst RVD","1","2008-09-02","Linda Kool"
"2846",NULL,"3008","12","<p></p><p>Onderdelen van de Al-Futtaim Group zijn:<br /></p><p><ul><li>Al-Futtaim Traiding<br /></li><li>Al-Futtaim Industries<br /></li><li>Al-Futtaim Real Estate<br /></li><li>Al-Futtaim Wimpey<br /></li><li>Al-Futtaim Willis Faber<br /></li><li>Arab Orient Insurance Company<br /></li><li>Middle East Bank</li></ul></p><p>Logo en huisstijl aangepast in 1994, tevens voor bedrijfsonderdeel Multi-Parts<br /></p><p></p>","1","Al-Futtaim Group","1","2008-09-10","Bernadine Ypma"
"2847",NULL,"2846","12",,"1","Middle East Bank","1","2008-09-03","Linda Kool"
"2848",NULL,NULL,"12","<p></p><p>Het directiearchief dat de directiesecretaresse Sonja Greven heeft bijgehouden.<br /></p><p></p>","1","3. Deelarchief Sonja Greven","1","2008-12-11","Britt Grootes"
"2851",NULL,NULL,"12",,"1","5. Deelarchief Wim Crouwel","1","2008-12-11","Britt Grootes"
"2852",NULL,"2851","12",,"1","Bestuursfuncties, lidmaatschap commissies en adviezen","1","2008-09-17","Maja Klooster"
"2854",NULL,"2851","12",,"1","Persoonlijke correspondentie en telefoonnotities","1","2008-09-08","Maja Klooster"
"2855",NULL,"3008","12","<p>Advanced Semiconductor Materials International NV</p>","1","ASM","1","2008-09-05","Bernadine Ypma"
"2856",NULL,"3016","12",,"1","Visio","1","2008-09-05","Bernadine Ypma"
"2857",NULL,"3011","12",,"1","Hogeschool van Amsterdam HvA","1","2008-09-08","Bernadine Ypma"
"2858",NULL,"3009","12",,"1","BVA Associatie Nederlandse Adverteerders","1","2008-09-08","Bernadine Ypma"
"2859",NULL,"2851","12",,"1","Technische Hogeschool Delft","1","2008-09-08","Maja Klooster"
"2861",NULL,"2848","12",,"1","Financiën","1","2008-09-09","Linda Kool"
"2863",NULL,"2875","12",,"1","Directie","1","2008-09-22","Linda Kool"
"2866",NULL,"2895","12",,"1","Stichting Total Design","1","2008-09-09","Linda Kool"
"2867",NULL,"2851","12",,"1","Lezingen, schrijfopdrachten en deelname aan congressen/symposia","1","2008-10-29","Maja Klooster"
"2868",NULL,"2901","12",,"1","Ondernemingsraad","1","2008-09-10","Linda Kool"
"2869",NULL,"2861","12",,"1","Certificaten","1","2008-09-11","Linda Kool"
"2870",NULL,NULL,"12","<p></p><p>De rubrieken binnen het klantenarchief zijn geordend naar de bestaande ordening van het originele archief. De nieuwe rubrieken zijn aangegeven met de periode waarin de documenten zijn gedateerd.<br /></p><p></p>","1","4. Deelarchief klantenarchief","1","2008-12-11","Britt Grootes"
"2871",NULL,"2870","12","<p></p><p>Oorspronkelijke ordening is tijdens registratie aangehouden.<br /></p><p></p>","1","1979 - 1981","1","2008-11-12","Bernadine Ypma"
"2872",NULL,"2848","12",,"1","Reorganisatie en contractbeëindigingen","1","2008-09-17","Linda Kool"
"2873",NULL,"2895","12",,"1","Frankrijk / Parijs","1","2008-09-16","Linda Kool"
"2874",NULL,"2891","12","<p>Trad op 1 januari 1987 toe als directeur van Total Design. Daarvoor was hij op 1 september 1985 in dienst getreden als partner bij Media Design BV.</p>","1","DirkJan van Haren Noman","1","2008-09-30","Linda Kool"
"2875",NULL,"2848","12",,"1","Directie, raden en Dagelijks Bestuur","1","2008-09-22","Linda Kool"
"2876",NULL,"2851","12","<p></p><p>afgekort AGI en ICOGRADA</p><p></p>","1","Alliance Graphique Internationale en  International Council of Graphic Design Associations","1","2008-11-21","Maja Klooster"
"2878",NULL,"2848","12",,"1","Huisvesting","1","2008-09-15","Linda Kool"
"2879",NULL,"2878","12",,"1","Y-Tech","1","2008-09-15","Linda Kool"
"2880",NULL,"2848","12",,"1","Vergaderingen, beleidsnotities en werkgroepen","1","2008-09-17","Linda Kool"
"2881",NULL,"2848","12",,"1","Public Relations, reizen en congressen","1","2008-09-23","Linda Kool"
"2883",NULL,"2891","12",,"1","Ruud Koster","1","2008-09-15","Linda Kool"
"2884",NULL,"3042","12",,"1","Werkoverleg","1","2008-09-15","Linda Kool"
"2885",NULL,"2880","12",,"1","Werkgroepen","1","2008-09-15","Linda Kool"
"2886",NULL,"2863","12",,"1","Directie-overleg","1","2008-09-16","Linda Kool"
"2887",NULL,"2863","12",,"1","Groot Directie-overleg","1","2008-09-16","Linda Kool"
"2888",NULL,"2863","12",,"1","Groot Directieberaad","1","2008-09-16","Linda Kool"
"2891",NULL,"2848","12",,"1","Personen","1","2008-09-16","Linda Kool"
"2893",NULL,"2981","12",,"1","Formulierontwerp","1","2008-09-16","Britt Grootes"
"2894",NULL,"2897","12",,"1","Postkantoor '90 bewegwijzering A.A. Visser","1","2008-09-16","Britt Grootes"
"2895",NULL,"2848","12",,"1","Bedrijfsopbouw, internationalisatie, fusies en samenwerkingen","1","2008-09-17","Linda Kool"
"2896",NULL,"2895","12",,"1","België / Brussel","1","2008-09-16","Linda Kool"
"2897",NULL,"2593","12",,"1","Postkantoren","1","2008-09-16","Britt Grootes"
"2898",NULL,"2870","12","<p></p><p>Oorspronkelijke dozen geordend van I tot en met XIV. Deze ordening is tijdens registratie aangehouden.<br /></p><p></p>","1","1969 - 1980","1","2008-11-12","Bernadine Ypma"
"2901",NULL,"2875","12",,"1","Raden","1","2008-09-22","Linda Kool"
"2902",NULL,"2895","12",,"1","Total Design International","1","2008-09-23","Linda Kool"
"2903",NULL,"2848","12",,"1","Acquisitie","1","2008-09-23","Linda Kool"
"2904",NULL,NULL,"12",,"1","6. Deelarchief Total Design","1","2008-12-11","Britt Grootes"
"2906",NULL,"2870","12","<p></p><p>De oorspronkelijke dozen zijn geordend van VI 3 tot en met VI 10. Deze ordening is tijdens registratie aangehouden.<br /></p><p></p>","1","1966 - 1978","1","2008-11-12","Bernadine Ypma"
