"rol","fk_persoon_instelling","fk_object"
"0","475","19165"
"0","475","19166"
"0","475","19167"
"0","475","19169"
"0","475","19170"
"0","475","19229"
"0","475","19233"
"0","475","19234"
"0","475","19249"
"0","475","19251"
"0","475","19252"
"0","475","19254"
"0","475","19255"
"0","475","19256"
"0","475","19258"
"0","475","19262"
"0","475","19267"
"0","475","19270"
"0","475","19276"
"0","475","19279"
"0","475","19284"
"0","475","19285"
"0","475","19289"
"0","475","19290"
"0","475","19293"
"0","475","19297"
"0","475","19298"
"0","475","19299"
"0","475","19303"
"0","475","19304"
"0","475","19310"
"0","475","19354"
"0","475","19356"
"0","475","19360"
"0","475","19366"
"0","475","19375"
"0","475","19380"
"0","475","19383"
"0","475","19386"
"0","475","19389"
"0","475","19391"
"0","475","19392"
"0","475","19393"
"0","475","19394"
"0","475","19395"
"0","475","19408"
"0","475","19424"
"0","475","19479"
"0","475","19481"
"0","475","19490"
"0","475","21420"
"0","475","22490"
"0","475","22491"
"0","475","22614"
"0","475","24120"
"0","475","24256"
"0","475","24257"
"0","475","24327"
"0","475","24331"
"0","475","27142"
"0","475","28338"
"0","475","28624"
"0","475","28630"
"0","475","28813"
"0","475","28840"
"0","475","28841"
"0","475","28842"
"0","475","28853"
"0","475","28864"
"0","475","28869"
"0","475","28883"
"0","475","28893"
"0","475","28896"
"0","475","28902"
"0","475","28907"
"0","475","28913"
"0","475","28914"
"0","475","28915"
"0","475","28916"
"0","475","28919"
"0","475","28920"
"0","475","28926"
"0","475","28929"
"0","475","28933"
"0","475","28942"
"0","475","28944"
"0","475","28956"
"0","475","28958"
"0","475","28960"
"0","475","28964"
"0","475","28965"
"0","475","28967"
"0","475","28969"
"0","475","28970"
"0","475","28971"
"0","475","28973"
"0","475","28985"
"0","475","28986"
"0","475","28988"
"0","475","28989"
"0","475","29830"
"0","479","2244"
"0","479","2245"
"0","479","2246"
"0","479","9673"
"0","482","704"
"0","482","2020"
"0","482","2158"
"0","482","14337"
"0","482","14338"
"0","482","14339"
"0","482","14562"
"0","482","19180"
"0","482","19309"
"0","482","20971"
"0","482","20973"
"0","483","2021"
"0","483","2022"
"0","483","2071"
"0","483","2105"
"0","483","2106"
"0","483","2121"
"0","483","2161"
"0","483","2162"
"0","483","2163"
"0","483","2164"
"0","483","2165"
"0","483","2166"
"0","483","2204"
"0","483","2224"
"0","483","2225"
"0","486","2025"
"0","487","2026"
"0","488","2026"
"0","489","2027"
"0","490","2027"
"0","491","2028"
"0","492","2028"
"0","493","2029"
"0","494","2029"
"0","495","2030"
"0","496","2031"
"0","496","2094"
"0","496","2095"
"0","496","2096"
"0","496","2097"
"0","496","2098"
"0","496","2099"
"0","496","2157"
"0","496","2189"
"0","496","11335"
"0","496","11790"
"0","496","11857"
"0","497","2032"
"0","498","2033"
"0","500","2076"
"0","501","2078"
"0","501","2100"
"0","503","2080"
"0","504","2080"
"0","504","2114"
"0","504","2115"
"0","504","2174"
"0","504","2175"
"0","504","2176"
"0","504","2248"
"0","504","2249"
"0","504","2250"
"0","504","2251"
"0","504","2252"
"0","504","2253"
"0","504","2254"
"0","504","2255"
"0","504","2256"
"0","504","2257"
"0","504","2258"
"0","504","2259"
"0","504","2260"
"0","504","2261"
"0","504","2262"
"0","504","2263"
"0","504","2264"
"0","504","2265"
"0","504","2266"
"0","504","2267"
"0","504","2268"
"0","504","2269"
"0","504","2270"
"0","504","2275"
"0","504","2276"
"0","504","2277"
"0","504","2278"
"0","504","2279"
"0","504","2280"
"0","504","2281"
"0","504","2282"
"0","504","2283"
"0","504","2287"
"0","504","12549"
"0","505","2081"
"0","505","13902"
"0","505","13917"
"0","505","13918"
"0","507","2085"
"0","509","2090"
"0","510","2091"
"0","510","2092"
"0","510","2093"
"0","510","2116"
"0","510","2117"
"0","510","2118"
"0","510","2119"
"0","510","2120"
"0","511","2101"
"0","511","2203"
"0","511","2532"
"0","511","2600"
"0","511","2614"
"0","511","3470"
"0","511","3538"
"0","511","6288"
"0","511","6289"
"0","511","6290"
"0","511","6291"
"0","511","6292"
"0","511","6293"
"0","511","6294"
"0","511","6295"
"0","511","6296"
"0","511","6297"
"0","511","6298"
"0","511","6299"
"0","511","6300"
"0","511","6301"
"0","511","6302"
"0","511","6303"
"0","511","6304"
"0","511","6305"
"0","511","6306"
"0","511","6307"
"0","511","6308"
"0","511","6309"
"0","511","6310"
"0","511","6311"
"0","511","6312"
"0","511","6313"
"0","511","6314"
"0","511","6315"
"0","511","6316"
"0","511","6317"
"0","511","6318"
"0","511","6319"
"0","511","6320"
"0","511","6321"
"0","511","6322"
"0","511","6323"
"0","511","6324"
"0","511","6325"
"0","511","6326"
"0","511","6327"
"0","511","6328"
"0","511","6329"
"0","511","6330"
"0","511","6331"
"0","511","6332"
"0","511","6333"
"0","511","6334"
"0","511","6335"
"0","511","6336"
"0","511","6337"
"0","511","6338"
"0","511","6339"
"0","511","6340"
"0","511","6341"
"0","511","6342"
"0","511","6343"
"0","511","6344"
"0","511","6345"
"0","511","6346"
"0","511","6347"
"0","511","6348"
"0","511","6349"
"0","511","6350"
"0","511","6351"
"0","511","6352"
"0","511","6353"
"0","511","6354"
"0","511","6355"
"0","511","6356"
"0","511","6357"
"0","511","6358"
"0","511","6359"
"0","511","6360"
"0","511","6361"
"0","511","6362"
"0","511","6363"
"0","511","6364"
"0","511","6365"
"0","511","6366"
"0","511","6367"
"0","511","6368"
"0","511","6369"
"0","511","6370"
"0","511","6371"
"0","511","6372"
"0","511","6373"
"0","511","6374"
"0","511","6375"
"0","511","6376"
"0","511","6377"
"0","511","6378"
"0","511","6379"
"0","511","6380"
"0","511","6381"
"0","511","6382"
"0","511","6383"
"0","511","6384"
"0","511","6385"
"0","511","6386"
"0","511","6387"
"0","511","6388"
"0","511","6389"
"0","511","6390"
"0","511","6391"
"0","511","6392"
"0","511","6393"
"0","511","6394"
"0","511","6395"
"0","511","6396"
"0","511","6397"
"0","511","6398"
"0","511","6399"
"0","511","6400"
"0","511","6401"
"0","511","6402"
"0","511","6403"
"0","511","6404"
"0","511","6405"
"0","511","6406"
"0","511","6407"
"0","511","6408"
"0","511","6409"
"0","511","6410"
"0","511","6411"
"0","511","6412"
"0","511","6413"
"0","511","6414"
"0","511","6415"
"0","511","6416"
"0","511","6417"
"0","511","6418"
"0","511","6419"
"0","511","6420"
"0","511","6421"
"0","511","6422"
"0","511","6423"
"0","511","6424"
"0","511","6425"
"0","511","6426"
"0","511","6427"
"0","511","6428"
"0","511","6429"
"0","511","6430"
"0","511","6431"
"0","511","6432"
"0","511","6433"
"0","511","6434"
"0","511","6435"
"0","511","6436"
"0","511","6437"
"0","511","6438"
"0","511","6439"
"0","511","6440"
"0","511","6441"
"0","511","6442"
"0","511","6443"
"0","511","6444"
"0","511","6445"
"0","511","6446"
"0","511","6447"
"0","511","6448"
"0","511","6449"
"0","511","6450"
"0","511","6451"
"0","511","6452"
"0","511","6453"
"0","511","6454"
"0","511","6455"
"0","511","6456"
"0","511","6457"
"0","511","6458"
"0","511","6459"
"0","511","6460"
"0","511","6461"
"0","511","6462"
"0","511","6463"
"0","511","6464"
"0","511","6465"
"0","511","6466"
"0","511","6467"
"0","511","6468"
"0","511","6469"
"0","511","6470"
"0","511","6471"
"0","511","6472"
"0","511","6473"
"0","511","6474"
"0","511","6475"
"0","511","6476"
"0","511","6477"
"0","511","6478"
"0","511","6479"
"0","511","6480"
"0","511","6481"
"0","511","6482"
"0","511","6483"
"0","511","6484"
"0","511","6485"
"0","511","6486"
"0","511","6487"
"0","511","6488"
"0","511","6489"
"0","511","6490"
"0","511","6491"
"0","511","6492"
"0","511","6493"
"0","511","6494"
"0","511","6495"
"0","511","6496"
"0","511","6497"
"0","511","6498"
"0","511","6499"
"0","511","6500"
"0","511","6501"
"0","511","6502"
"0","511","6503"
"0","511","6505"
"0","511","6506"
"0","511","6507"
"0","511","6508"
"0","511","6509"
"0","511","6510"
"0","511","6511"
"0","511","6512"
"0","511","6513"
"0","511","6515"
"0","511","6516"
"0","511","6517"
"0","511","6518"
"0","511","6519"
"0","511","6520"
"0","511","6521"
"0","511","6524"
"0","511","6525"
"0","511","6526"
"0","511","6527"
"0","511","6528"
"0","511","6530"
"0","511","6532"
"0","511","6533"
"0","511","6534"
"0","511","6535"
"0","511","6536"
"0","511","6537"
"0","511","6538"
"0","511","6539"
"0","511","6540"
"0","511","6541"
"0","511","6542"
"0","511","6543"
"0","511","6545"
"0","511","6546"
"0","511","6547"
"0","511","6548"
"0","511","6549"
"0","511","6550"
"0","511","6551"
"0","511","6552"
"0","511","6553"
"0","511","6554"
"0","511","6555"
"0","511","6556"
"0","511","6557"
"0","511","6558"
"0","511","6559"
"0","511","6560"
"0","511","6561"
"0","511","6562"
"0","511","6563"
"0","511","6564"
"0","511","6565"
"0","511","6566"
"0","511","6567"
"0","511","6568"
"0","511","6569"
"0","511","6570"
"0","511","6571"
"0","511","6572"
"0","511","6573"
"0","511","6574"
"0","511","6575"
"0","511","6576"
"0","511","6577"
"0","511","6578"
"0","511","6579"
"0","511","6580"
"0","511","6581"
"0","511","6582"
"0","511","6583"
"0","511","6584"
"0","511","6585"
"0","511","6586"
"0","511","6587"
"0","511","6588"
"0","511","6590"
"0","511","6591"
"0","511","6592"
"0","511","6593"
"0","511","6594"
"0","511","6595"
"0","511","6596"
"0","511","6597"
"0","511","6600"
"0","511","6601"
"0","511","6603"
"0","511","6604"
"0","511","6605"
"0","511","6606"
"0","511","6607"
"0","511","6608"
"0","511","6609"
"0","511","6612"
"0","511","6614"
"0","511","6615"
"0","511","6616"
"0","511","6617"
"0","511","6618"
"0","511","6619"
"0","511","6620"
"0","511","6622"
"0","511","6626"
"0","511","6627"
"0","511","6628"
"0","511","6629"
"0","511","6630"
"0","511","6631"
"0","511","6634"
"0","511","6635"
"0","511","6636"
"0","511","6637"
"0","511","6639"
"0","511","6641"
"0","511","6642"
"0","511","6643"
"0","511","6644"
"0","511","6645"
"0","511","6646"
"0","511","6647"
"0","511","6648"
"0","511","6649"
"0","511","6650"
"0","511","6651"
"0","511","6652"
"0","511","6654"
"0","511","6655"
"0","511","6656"
"0","511","6657"
"0","511","6658"
"0","511","6659"
"0","511","6660"
"0","511","6661"
"0","511","6662"
"0","511","6663"
"0","511","6664"
"0","511","6665"
"0","511","6666"
"0","511","6667"
"0","511","6668"
"0","511","6669"
"0","511","6670"
"0","511","6671"
"0","511","6672"
"0","511","6673"
"0","511","6674"
"0","511","6678"
"0","511","6680"
"0","511","6681"
"0","511","6683"
"0","511","6684"
"0","511","6685"
"0","511","6686"
"0","511","6687"
"0","511","6693"
"0","511","6694"
"0","511","6695"
"0","511","6696"
"0","511","6697"
"0","511","6698"
"0","511","6699"
"0","511","6700"
"0","511","6701"
"0","511","6702"
"0","511","6714"
"0","511","6715"
"0","511","6716"
"0","511","6717"
"0","511","6718"
"0","511","6719"
"0","511","6731"
"0","511","6732"
"0","511","6733"
"0","511","6734"
"0","511","6735"
"0","511","6736"
"0","511","6737"
"0","511","6738"
"0","511","6739"
"0","511","6741"
"0","511","6750"
"0","511","6751"
"0","511","6760"
"0","511","6770"
"0","511","6771"
"0","511","6772"
"0","511","6773"
"0","511","6774"
"0","511","6775"
"0","511","6777"
"0","511","6778"
"0","511","6779"
"0","511","6780"
"0","511","6781"
"0","511","6783"
"0","511","6784"
"0","511","6785"
"0","511","6786"
"0","511","6787"
"0","511","6788"
"0","511","6789"
"0","511","6790"
"0","511","6791"
"0","511","6792"
"0","511","6793"
"0","511","6806"
"0","511","6808"
"0","511","6812"
"0","511","6813"
"0","511","6816"
"0","511","6819"
"0","511","6822"
"0","511","6825"
"0","511","6831"
"0","511","6832"
"0","511","6833"
"0","511","6834"
"0","511","6835"
"0","511","6836"
"0","511","6837"
"0","511","6838"
"0","511","6839"
"0","511","6840"
"0","511","6841"
"0","511","6842"
"0","511","6843"
"0","511","6844"
"0","511","6847"
"0","511","6848"
"0","511","6849"
"0","511","6850"
"0","511","6851"
"0","511","6852"
"0","511","6856"
"0","511","6857"
"0","511","6858"
"0","511","6859"
"0","511","6860"
"0","511","6862"
"0","511","6863"
"0","511","6864"
"0","511","6865"
"0","511","6866"
"0","511","6867"
"0","511","6868"
"0","511","6869"
"0","511","6870"
"0","511","6871"
"0","511","6872"
"0","511","6874"
"0","511","6878"
"0","511","6880"
"0","511","6881"
"0","511","6882"
"0","511","6898"
"0","511","6899"
"0","511","6902"
"0","511","6912"
"0","511","6913"
"0","511","6914"
"0","511","6915"
"0","511","6916"
"0","511","6921"
"0","511","6922"
"0","511","6923"
"0","511","6927"
"0","511","6929"
"0","511","6931"
"0","511","6932"
"0","511","6933"
"0","511","6934"
"0","511","6939"
"0","511","6943"
"0","511","6947"
"0","511","6949"
"0","511","6950"
"0","511","6951"
"0","511","6952"
"0","511","6953"
"0","511","6954"
"0","511","6957"
"0","511","6958"
"0","511","6959"
"0","511","6960"
"0","511","6961"
"0","511","6962"
"0","511","6963"
"0","511","6964"
"0","511","6965"
"0","511","6967"
"0","511","6968"
"0","511","6969"
"0","511","6970"
"0","511","6971"
"0","511","6972"
"0","511","6973"
"0","511","6974"
"0","511","6984"
"0","511","6987"
"0","511","6988"
"0","511","6989"
"0","511","6990"
"0","511","6991"
"0","511","6992"
"0","511","6993"
"0","511","6994"
"0","511","6997"
"0","511","6998"
"0","511","6999"
"0","511","7003"
"0","511","7004"
"0","511","7005"
"0","511","7006"
"0","511","7007"
"0","511","7008"
"0","511","7009"
"0","511","7010"
"0","511","7011"
"0","511","7012"
"0","511","7013"
"0","511","7014"
"0","511","7015"
"0","511","7016"
"0","511","7017"
"0","511","7018"
"0","511","7019"
"0","511","7021"
"0","511","7022"
"0","511","7023"
"0","511","7024"
"0","511","7025"
"0","511","7026"
"0","511","7027"
"0","511","7028"
"0","511","7029"
"0","511","7030"
"0","511","7031"
"0","511","7032"
"0","511","7033"
"0","511","7034"
"0","511","7035"
"0","511","7036"
"0","511","7037"
"0","511","7038"
"0","511","7039"
"0","511","7040"
"0","511","7041"
"0","511","7042"
"0","511","7043"
"0","511","7044"
"0","511","7045"
"0","511","7046"
"0","511","7047"
"0","511","7048"
"0","511","7049"
"0","511","7052"
"0","511","7053"
"0","511","7054"
"0","511","7055"
"0","511","7056"
"0","511","7057"
"0","511","7058"
"0","511","7059"
"0","511","7060"
"0","511","7064"
"0","511","7065"
"0","511","7066"
"0","511","7068"
"0","511","7069"
"0","511","7072"
"0","511","7073"
"0","511","7074"
"0","511","7075"
"0","511","7076"
"0","511","7077"
"0","511","7078"
"0","511","7079"
"0","511","7080"
"0","511","7081"
"0","511","7082"
"0","511","7083"
"0","511","7086"
"0","511","7087"
"0","511","7089"
"0","511","7092"
"0","511","7093"
"0","511","7095"
"0","511","7096"
"0","511","7097"
"0","511","7098"
"0","511","7099"
"0","511","7100"
"0","511","7101"
"0","511","7102"
"0","511","7103"
"0","511","7104"
"0","511","7107"
"0","511","7108"
"0","511","7110"
"0","511","7111"
"0","511","7114"
"0","511","7115"
"0","511","7116"
"0","511","7117"
"0","511","7118"
"0","511","7120"
"0","511","7122"
"0","511","7123"
"0","511","7124"
"0","511","7125"
"0","511","7126"
"0","511","7128"
"0","511","7129"
"0","511","7130"
"0","511","7131"
"0","511","7132"
"0","511","7133"
"0","511","7134"
"0","511","7135"
"0","511","7136"
"0","511","7141"
"0","511","7142"
"0","511","7143"
"0","511","7144"
"0","511","7146"
"0","511","7149"
"0","511","7150"
"0","511","7151"
"0","511","7152"
"0","511","7153"
"0","511","7154"
"0","511","7155"
"0","511","7156"
"0","511","7157"
"0","511","7158"
"0","511","7159"
"0","511","7160"
"0","511","7161"
"0","511","7162"
"0","511","7163"
"0","511","7164"
"0","511","7165"
"0","511","7166"
"0","511","7167"
"0","511","7168"
"0","511","7169"
"0","511","7170"
"0","511","7171"
"0","511","7173"
"0","511","7174"
"0","511","7175"
"0","511","7176"
"0","511","7177"
"0","511","7178"
"0","511","7179"
"0","511","7180"
"0","511","7181"
"0","511","7182"
"0","511","7183"
"0","511","7184"
"0","511","7185"
"0","511","7186"
"0","511","7187"
"0","511","7188"
"0","511","7189"
"0","511","7190"
"0","511","7191"
"0","511","7192"
"0","511","7193"
"0","511","7194"
"0","511","7196"
"0","511","7197"
"0","511","7198"
"0","511","7199"
"0","511","7200"
"0","511","7201"
"0","511","7202"
"0","511","7203"
"0","511","7204"
"0","511","7205"
"0","511","7206"
"0","511","7207"
"0","511","7208"
"0","511","7209"
"0","511","7210"
"0","511","7211"
"0","511","7212"
"0","511","7213"
"0","511","7214"
"0","511","7215"
"0","511","7216"
"0","511","7217"
"0","511","7218"
"0","511","7219"
"0","511","7220"
"0","511","7221"
"0","511","7222"
"0","511","7223"
"0","511","7224"
"0","511","7225"
"0","511","7226"
"0","511","7227"
"0","511","7228"
"0","511","7229"
"0","511","7230"
"0","511","7231"
"0","511","7240"
"0","511","7241"
"0","511","7242"
"0","511","7243"
"0","511","7244"
"0","511","7245"
"0","511","7246"
"0","511","7247"
"0","511","7248"
"0","511","7249"
"0","511","7255"
"0","511","7256"
"0","511","7257"
"0","511","7258"
"0","511","7259"
"0","511","7261"
"0","511","7262"
"0","511","7263"
"0","511","7264"
"0","511","7266"
"0","511","7267"
"0","511","7268"
"0","511","7270"
"0","511","7271"
"0","511","7272"
"0","511","7274"
"0","511","7275"
"0","511","7276"
"0","511","7277"
"0","511","7278"
"0","511","7279"
"0","511","7280"
"0","511","7281"
"0","511","7283"
"0","511","7284"
"0","511","7285"
"0","511","7289"
"0","511","7290"
"0","511","7291"
"0","511","7292"
"0","511","7293"
"0","511","7294"
"0","511","7296"
"0","511","7302"
"0","511","7303"
"0","511","7304"
"0","511","7305"
"0","511","7306"
"0","511","7307"
"0","511","7311"
"0","511","7313"
"0","511","7314"
"0","511","7315"
"0","511","7316"
"0","511","7319"
"0","511","7320"
"0","511","7325"
"0","511","7326"
"0","511","7327"
"0","511","7328"
"0","511","7329"
"0","511","7330"
"0","511","7331"
"0","511","7332"
"0","511","7333"
"0","511","7338"
"0","511","7339"
"0","511","7340"
"0","511","7341"
"0","511","7342"
"0","511","7343"
"0","511","7344"
"0","511","7345"
"0","511","7346"
"0","511","7347"
"0","511","7349"
"0","511","7350"
"0","511","7351"
"0","511","7353"
"0","511","7354"
"0","511","7355"
"0","511","7357"
"0","511","7358"
"0","511","7359"
"0","511","7360"
"0","511","7361"
"0","511","7362"
"0","511","7363"
"0","511","7364"
"0","511","7366"
"0","511","7367"
"0","511","7368"
"0","511","7369"
"0","511","7370"
"0","511","7371"
"0","511","7372"
"0","511","7373"
"0","511","7374"
"0","511","7375"
"0","511","7376"
"0","511","7377"
"0","511","7378"
"0","511","7379"
"0","511","7380"
"0","511","7382"
"0","511","7383"
"0","511","7384"
"0","511","7385"
"0","511","7386"
"0","511","7387"
"0","511","7388"
"0","511","7389"
"0","511","7396"
"0","511","7397"
"0","511","7398"
"0","511","7399"
"0","511","7400"
"0","511","7401"
"0","511","7402"
"0","511","7403"
"0","511","7404"
"0","511","7406"
"0","511","7407"
"0","511","7408"
"0","511","7409"
"0","511","7410"
"0","511","7411"
"0","511","7421"
"0","511","7422"
"0","511","7423"
"0","511","7424"
"0","511","7425"
"0","511","7426"
"0","511","7427"
"0","511","7428"
"0","511","7429"
"0","511","7430"
"0","511","7432"
"0","511","7434"
"0","511","7435"
"0","511","7436"
"0","511","7438"
"0","511","7439"
"0","511","7440"
"0","511","7441"
"0","511","7442"
"0","511","7444"
"0","511","7445"
"0","511","7446"
"0","511","7447"
"0","511","7448"
"0","511","7449"
"0","511","7450"
"0","511","7453"
"0","511","7454"
"0","511","7455"
"0","511","7456"
"0","511","7457"
"0","511","7458"
"0","511","7461"
"0","511","7462"
"0","511","7463"
"0","511","7464"
"0","511","7466"
"0","511","7467"
"0","511","7469"
"0","511","7470"
"0","511","7471"
"0","511","7472"
"0","511","7473"
"0","511","7474"
"0","511","7476"
"0","511","7477"
"0","511","7478"
"0","511","7479"
"0","511","7480"
"0","511","7481"
"0","511","7482"
"0","511","7483"
"0","511","7484"
"0","511","7485"
"0","511","7486"
"0","511","7487"
"0","511","7488"
"0","511","7489"
"0","511","7490"
"0","511","7491"
"0","511","7493"
"0","511","7494"
"0","511","7495"
"0","511","7496"
"0","511","7497"
"0","511","7500"
"0","511","7502"
"0","511","7503"
"0","511","7504"
"0","511","7506"
"0","511","7507"
"0","511","7508"
"0","511","7509"
"0","511","7512"
"0","511","7513"
"0","511","7514"
"0","511","7515"
"0","511","7516"
"0","511","7517"
"0","511","7518"
"0","511","7520"
"0","511","7521"
"0","511","7524"
"0","511","7525"
"0","511","7526"
"0","511","7527"
"0","511","7530"
"0","511","7531"
"0","511","7532"
"0","511","7534"
"0","511","7535"
"0","511","7536"
"0","511","7538"
"0","511","7539"
"0","511","7540"
"0","511","7541"
"0","511","7542"
"0","511","7543"
"0","511","7544"
"0","511","7545"
"0","511","7546"
"0","511","7547"
"0","511","7548"
"0","511","7549"
"0","511","7550"
"0","511","7551"
"0","511","7552"
"0","511","7553"
"0","511","7554"
"0","511","7555"
"0","511","7556"
"0","511","7557"
"0","511","7558"
"0","511","7559"
"0","511","7560"
"0","511","7562"
"0","511","7563"
"0","511","7564"
"0","511","7565"
"0","511","7566"
"0","511","7567"
"0","511","7568"
"0","511","7569"
"0","511","7570"
"0","511","7571"
"0","511","7572"
"0","511","7573"
"0","511","7574"
"0","511","7575"
"0","511","7576"
"0","511","7577"
"0","511","7578"
"0","511","7579"
"0","511","7581"
"0","511","7582"
"0","511","7583"
"0","511","7584"
"0","511","7585"
"0","511","7586"
"0","511","7587"
"0","511","7588"
"0","511","7589"
"0","511","7590"
"0","511","7591"
"0","511","7593"
"0","511","7594"
"0","511","7596"
"0","511","7598"
"0","511","7599"
"0","511","7600"
"0","511","7601"
"0","511","7602"
"0","511","7603"
"0","511","7604"
"0","511","7605"
"0","511","7606"
"0","511","7607"
"0","511","7608"
"0","511","7609"
"0","511","7610"
"0","511","7611"
"0","511","7612"
"0","511","7613"
"0","511","7614"
"0","511","7615"
"0","511","7616"
"0","511","7617"
"0","511","7618"
"0","511","7619"
"0","511","7620"
"0","511","7621"
"0","511","7622"
"0","511","7623"
"0","511","7624"
"0","511","7625"
"0","511","7626"
"0","511","7627"
"0","511","7628"
"0","511","7629"
"0","511","7633"
"0","511","7716"
"0","511","8116"
"0","511","8117"
"0","511","10136"
"0","511","10142"
"0","511","10143"
"0","511","10343"
"0","511","10344"
"0","511","10345"
"0","511","10346"
"0","511","10347"
"0","511","10348"
"0","511","10349"
"0","511","11292"
"0","511","11293"
"0","511","11303"
"0","511","11306"
"0","511","11349"
"0","511","11350"
"0","511","11351"
"0","511","11352"
"0","511","11353"
"0","511","11354"
"0","511","11355"
"0","511","11356"
"0","511","11357"
"0","511","11358"
"0","511","11359"
"0","511","11363"
"0","511","11364"
"0","511","11384"
"0","511","11385"
"0","511","11401"
"0","511","11402"
"0","511","11407"
"0","511","11408"
"0","511","11409"
"0","511","11410"
"0","511","11411"
"0","511","11465"
"0","511","11466"
"0","511","11469"
"0","511","11501"
"0","511","11507"
"0","511","11508"
"0","511","11509"
"0","511","11510"
"0","511","11511"
"0","511","11523"
"0","511","11527"
"0","511","11536"
"0","511","11537"
"0","511","11665"
"0","511","11666"
"0","511","11667"
"0","511","11668"
"0","511","11669"
"0","511","11670"
"0","511","11671"
"0","511","11672"
"0","511","11673"
"0","511","11674"
"0","511","11675"
"0","511","11676"
"0","511","11677"
"0","511","11678"
"0","511","11679"
"0","511","11680"
"0","511","11681"
"0","511","11682"
"0","511","11683"
"0","511","11684"
"0","511","11685"
"0","511","11686"
"0","511","11687"
"0","511","11688"
"0","511","11689"
"0","511","11690"
"0","511","11691"
"0","511","11692"
"0","511","11693"
"0","511","11694"
"0","511","11695"
"0","511","11696"
"0","511","11697"
"0","511","11698"
"0","511","11699"
"0","511","11700"
"0","511","11701"
"0","511","11702"
"0","511","11703"
"0","511","11704"
"0","511","11705"
"0","511","11706"
"0","511","11707"
"0","511","11708"
"0","511","11709"
"0","511","11710"
"0","511","11722"
"0","511","11723"
"0","511","11776"
"0","511","11779"
"0","511","11780"
"0","511","11782"
"0","511","11783"
"0","511","11784"
"0","511","11785"
"0","511","11874"
"0","511","11877"
"0","511","11922"
"0","511","11923"
"0","511","11926"
"0","511","11927"
"0","511","11928"
"0","511","11929"
"0","511","11931"
"0","511","11932"
"0","511","11933"
"0","511","11951"
"0","511","11953"
"0","511","11954"
"0","511","11984"
"0","511","11990"
"0","511","12047"
"0","511","12083"
"0","511","12084"
"0","511","12114"
"0","511","12278"
"0","511","13959"
"0","511","13960"
"0","511","13962"
"0","511","13963"
"0","511","15142"
"0","511","15337"
"0","511","15339"
"0","511","15340"
"0","511","15341"
"0","511","15344"
"0","511","15470"
"0","511","19701"
"0","511","19702"
"0","511","19934"
"0","511","22931"
"0","511","22936"
"0","511","22938"
"0","511","22939"
"0","511","22941"
"0","511","23288"
"0","511","23395"
"0","511","23398"
"0","511","23428"
"0","511","23429"
"0","511","23430"
"0","511","23431"
"0","511","23432"
"0","511","23460"
"0","511","23462"
"0","511","23463"
"0","511","23464"
"0","511","23465"
"0","511","23466"
"0","511","23468"
"0","511","23469"
"0","511","23472"
"0","511","23473"
"0","511","23474"
"0","511","23672"
"0","511","23675"
"0","511","23676"
"0","511","23678"
"0","511","23774"
"0","511","23775"
"0","511","23778"
"0","511","23780"
"0","511","23782"
"0","511","23791"
"0","511","23792"
"0","511","23795"
"0","511","23797"
"0","511","23799"
"0","511","23802"
"0","511","23804"
"0","511","23807"
"0","511","24140"
"0","511","24141"
"0","511","24143"
"0","511","24144"
"0","511","24146"
"0","511","24149"
"0","511","24151"
"0","511","24152"
"0","511","24154"
"0","511","24155"
"0","511","24156"
"0","511","24157"
"0","511","24158"
"0","511","24176"
"0","511","24181"
"0","511","24479"
"0","511","24482"
"0","511","24483"
"0","511","24485"
"0","511","24486"
"0","511","24487"
"0","511","24488"
"0","511","24489"
"0","511","24490"
"0","511","24491"
"0","511","24492"
"0","511","24493"
"0","511","24494"
"0","511","24495"
"0","511","24528"
"0","511","24529"
"0","511","24530"
"0","511","24531"
"0","511","24533"
"0","511","24537"
"0","511","25178"
"0","511","28097"
"0","511","28098"
"0","511","28099"
"0","511","28144"
"0","511","28147"
"0","511","28506"
"0","511","28507"
"0","511","28508"
"0","511","28509"
"0","511","28510"
"0","511","28511"
"0","511","28512"
"0","511","28513"
"0","511","28514"
"0","511","28731"
"0","511","28741"
"0","511","28824"
"0","511","28835"
"0","511","28905"
"0","511","28932"
"0","511","28943"
"0","512","2108"
"0","512","2109"
"0","512","2110"
"0","512","15116"
"0","512","15117"
"0","512","15118"
"0","512","15120"
"0","512","15121"
"0","512","15122"
"0","512","20967"
"0","512","23332"
"0","512","23335"
"0","512","23338"
"0","512","23340"
"0","512","23343"
"0","512","23345"
"0","512","23349"
"0","512","23350"
"0","512","23914"
"0","512","23917"
"0","512","23922"
"0","512","23929"
"0","512","26131"
"0","512","26293"
"0","514","2112"
"0","516","2122"
"0","517","2123"
"0","518","2124"
"0","519","2125"
"0","519","2149"
"0","519","2156"
"0","519","22809"
"0","520","2127"
"0","521","2131"
"0","521","2132"
"0","522","2134"
"0","522","2288"
"0","523","2141"
"0","524","2142"
"0","525","2143"
"0","527","2145"
"0","527","12811"
"0","527","14330"
"0","527","18534"
"0","527","23301"
"0","527","23633"
"0","527","24216"
"0","527","24218"
"0","527","24219"
"0","527","24220"
"0","528","2147"
"0","529","2148"
"0","531","2005"
"0","531","2150"
"0","534","2152"
"0","535","2154"
"0","535","2155"
"0","537","2083"
"0","537","2167"
"0","537","2181"
"0","537","2182"
"0","537","2183"
