"id","fk_lijsten","fk_object","fk_persoon_instelling","ranking","is_ontwerp"
"77906","27","18547","1630",NULL,"1"
"77907","25","18547","4513",NULL,NULL
"77908","27","18548","1627","2","1"
"77909","27","18548","2342","1","1"
"77910","25","18548","1877","3",NULL
"77911","27","18558","1627","2","1"
"77912","27","18558","2337","1","1"
"77913","27","10407","1627",NULL,"1"
"77914","27","10418","1627",NULL,"1"
"77915","27","10121","1627",NULL,"1"
"77916","27","10406","1627",NULL,"1"
"77917","27","10405","1627",NULL,"1"
"77918","27","10404","1627",NULL,"1"
"77919","27","10419","1627",NULL,"1"
"77920","27","10420","1627",NULL,"1"
"77921","27","10421","1627",NULL,"1"
"77922","27","10416","1627",NULL,"1"
"77923","27","10417","1627",NULL,"1"
"77924","27","10403","2337",NULL,"1"
"77925","27","10403","1627",NULL,"1"
"77926","25","10403","2439",NULL,NULL
"77927","27","10402","1627",NULL,"1"
"77928","27","10402","2337",NULL,"1"
"77929","25","10402","2439",NULL,NULL
"77930","27","10414","1627",NULL,"1"
"77937","27","10399","1627",NULL,"1"
"77938","27","10401","1627",NULL,"1"
"77939","27","10400","2443",NULL,"1"
"77940","27","10400","1627",NULL,"1"
"77941","27","10116","1627",NULL,"1"
"77942","27","10117","1627",NULL,"1"
"77943","27","10428","1627",NULL,"1"
"77944","27","10429","1627",NULL,"1"
"77945","27","10430","2443",NULL,"1"
"77946","27","10430","1627",NULL,"1"
"77947","25","10430","2439",NULL,NULL
"77948","27","10442","1627",NULL,"1"
"77949","27","10442","2443",NULL,"1"
"77950","25","10442","2439",NULL,NULL
"77951","27","10444","1627",NULL,"1"
"77952","25","10444","2447",NULL,NULL
"77953","27","10445","1627",NULL,"1"
"77954","25","10445","2447",NULL,NULL
"77955","27","10446","1627",NULL,"1"
"77956","25","10446","2447",NULL,NULL
"77957","27","10447","1627",NULL,"1"
"77958","27","10447","2443",NULL,"1"
"77959","25","10447","2439",NULL,NULL
"77960","27","10122","1627",NULL,"1"
"77961","27","10440","1627",NULL,"1"
"77962","27","10441","1627",NULL,"1"
"77964","27","10426","1627",NULL,"1"
"77965","27","10427","1627",NULL,"1"
"77966","27","10437","2443",NULL,"1"
"77967","27","10437","1627",NULL,"1"
"77968","25","10437","2439",NULL,NULL
"77969","317","10437","2446",NULL,NULL
"77970","27","10438","2443",NULL,"1"
"77971","27","10438","1627",NULL,"1"
"77972","25","10438","2439",NULL,NULL
"77973","317","10438","2446",NULL,NULL
"77974","27","10439","1627",NULL,"1"
"77975","27","10439","2443",NULL,"1"
"77976","25","10439","2439",NULL,NULL
"77977","317","10439","2446",NULL,NULL
"77978","27","10425","2443",NULL,"1"
"77979","27","10425","1627",NULL,"1"
"77980","25","10425","2439",NULL,NULL
"77981","27","10436","1627",NULL,"1"
"77982","27","10436","2444",NULL,"1"
"77983","27","10436","2445",NULL,"1"
"77984","25","10436","88",NULL,NULL
"77985","27","10424","1627",NULL,"1"
"77986","27","10415","1627",NULL,"1"
"77987","27","10432","1627",NULL,"1"
"77988","27","10433","1627",NULL,"1"
"77989","27","10434","1627",NULL,"1"
"77990","27","10435","1627",NULL,"1"
"77991","27","10480","1627",NULL,"1"
"77992","27","10452","1627",NULL,"1"
"77994","27","10481","1627",NULL,"1"
"77995","27","10453","1627",NULL,"1"
"77997","27","10454","1627",NULL,"1"
"77998","27","10482","1627",NULL,"1"
"77999","27","10451","1627",NULL,"1"
"78000","27","10451","2337",NULL,"1"
"78001","25","10451","2439",NULL,NULL
"78005","27","10455","1627",NULL,"1"
"78006","27","10455","2337",NULL,"1"
"78007","25","10455","2439",NULL,NULL
"78009","27","19153","151",NULL,"1"
"78010","27","10483","2337",NULL,"1"
"78011","27","10483","1627",NULL,"1"
"78012","25","10483","2439",NULL,NULL
"78013","27","19157","151",NULL,"1"
"78014","27","10457","2337",NULL,"1"
"78015","27","10457","1627",NULL,"1"
"78016","25","10457","2439",NULL,NULL
"78018","27","19160","151",NULL,"1"
"78019","27","19169","151",NULL,"1"
"78020","27","19178","151",NULL,"1"
"78022","27","19121","151",NULL,"1"
"78023","27","10484","2443",NULL,"1"
"78024","27","10484","1627",NULL,"1"
"78025","25","10484","88",NULL,NULL
"78036","27","10458","1627",NULL,"1"
"78037","27","10458","2337",NULL,"1"
"78038","27","10458","2339",NULL,"1"
"78039","27","10458","2338",NULL,"1"
"78040","25","10458","88",NULL,NULL
"78041","27","10459","1627",NULL,"1"
"78042","27","10459","2443",NULL,"1"
"78043","25","10459","2439",NULL,NULL
"78044","27","10477","2443",NULL,"1"
"78045","27","10477","1627",NULL,"1"
"78046","25","10477","2439",NULL,NULL
"78047","27","10485","1627",NULL,"1"
"78048","27","10485","2337",NULL,"1"
"78049","25","10485","2439",NULL,NULL
"78050","27","10478","1627",NULL,"1"
"78051","27","10486","1627",NULL,"1"
"78052","27","10486","2337",NULL,"1"
"78053","25","10486","2439",NULL,NULL
"78054","27","10495","2337",NULL,"1"
"78055","27","10495","1627",NULL,"1"
"78056","25","10495","2439",NULL,NULL
"78057","27","10496","2337",NULL,"1"
"78058","27","10496","1627",NULL,"1"
"78059","25","10496","2439",NULL,NULL
"78060","27","10497","2337",NULL,"1"
"78061","27","10497","1627",NULL,"1"
"78062","25","10497","2439",NULL,NULL
"78066","27","10487","2443",NULL,"1"
"78067","27","10487","1627",NULL,"1"
"78068","25","10487","88",NULL,NULL
"78069","27","18539","1627",NULL,"1"
"78070","27","18539","4014",NULL,"1"
"78071","25","18539","789",NULL,NULL
"78072","27","18568","1627","2","1"
"78073","27","18568","2463","1","1"
"78074","25","18568","4519","3",NULL
"78075","27","18582","1627","2","1"
"78076","27","18582","2342","1","1"
"78077","25","18582","4521","2",NULL
"78078","27","10126","1627",NULL,"1"
"78079","27","10126","2339",NULL,"1"
"78080","27","18585","1627",NULL,"1"
"78081","27","10494","1627",NULL,"1"
"78082","27","10494","2337",NULL,"1"
"78083","25","10494","2439",NULL,NULL
"78084","27","10125","2337",NULL,"1"
"78085","27","10125","1627",NULL,"1"
"78086","27","18592","1627","2","1"
"78087","27","18592","2334","1","1"
"78088","343","18592","4526","3",NULL
"78089","25","18592","124","4",NULL
"78090","27","18593","1627",NULL,"1"
"78091","27","18593","2463",NULL,"1"
"78092","25","18593","4527",NULL,NULL
"78093","27","10488","1627",NULL,"1"
"78094","27","18595","1627","3","1"
"78095","27","18595","4531","2","1"
"78096","27","18595","2337","1","1"
"78097","25","18595","88","4",NULL
"78098","27","18598","1627","2","1"
"78099","27","18598","151","1","1"
"78100","25","18598","3728","3",NULL
"78102","27","18489","2334",NULL,"1"
"78103","27","18489","1627",NULL,"1"
"78104","25","18489","1907",NULL,NULL
"78105","316","18489","2449",NULL,NULL
"78106","316","18489","4502",NULL,NULL
"78107","316","18489","4503",NULL,NULL
"78108","316","18489","6",NULL,NULL
"78109","316","18489","2337",NULL,NULL
"78110","27","18496","4430",NULL,"1"
"78111","27","18496","1627",NULL,"1"
"78112","25","18496","88",NULL,NULL
"78113","316","18496","2449",NULL,NULL
"78114","27","10493","2337",NULL,"1"
"78115","27","10493","1627",NULL,"1"
"78116","25","10493","2439",NULL,NULL
"78117","27","18497","4430",NULL,"1"
"78118","27","18497","1627",NULL,"1"
"78119","25","18497","2567",NULL,NULL
"78120","316","18497","1741",NULL,NULL
"78121","316","18497","2449",NULL,NULL
"78123","27","10492","1627",NULL,"1"
"78124","27","18513","1627",NULL,"1"
"78125","27","10491","1627",NULL,"1"
"78126","27","10490","1627",NULL,"1"
"78127","27","10506","1627",NULL,"1"
"78128","25","10506","36",NULL,NULL
"78129","27","18521","1627",NULL,"1"
"78130","25","18521","634",NULL,NULL
"78131","27","10505","2452",NULL,"1"
"78132","27","10505","118",NULL,"1"
"78133","27","10505","1627",NULL,"1"
"78134","25","10505","36",NULL,NULL
"78135","27","10504","118",NULL,"1"
"78136","27","10504","1627",NULL,"1"
"78137","25","10504","36",NULL,NULL
"78138","316","10504","29",NULL,NULL
"78139","27","10503","2452",NULL,"1"
"78140","27","10503","1627",NULL,"1"
"78141","27","10503","118",NULL,"1"
"78142","25","10503","2453",NULL,NULL
"78143","27","10501","2452",NULL,"1"
"78144","27","10501","1627",NULL,"1"
"78145","27","10501","118",NULL,"1"
"78146","25","10501","2453",NULL,NULL
"78147","27","10502","2452",NULL,"1"
"78148","27","10502","118",NULL,"1"
"78149","27","10502","1627",NULL,"1"
"78150","25","10502","36",NULL,NULL
"78151","27","10500","118",NULL,"1"
"78152","27","10500","1627",NULL,"1"
"78153","25","10500","1084",NULL,NULL
"78154","27","10499","1627",NULL,"1"
"78155","27","10499","118",NULL,"1"
"78156","25","10499","700",NULL,NULL
"78157","27","10498","1627",NULL,"1"
"78158","27","10498","118",NULL,"1"
"78159","25","10498","1577",NULL,NULL
"78160","27","10507","2455",NULL,"1"
"78161","27","10507","151",NULL,"1"
"78162","27","10507","1627",NULL,"1"
"78163","27","10513","1694",NULL,"1"
"78164","27","10513","1627",NULL,"1"
"78165","27","10512","1627",NULL,"1"
"78166","27","10512","151",NULL,"1"
"78167","25","10512","615",NULL,NULL
"78168","27","10511","151",NULL,"1"
"78169","27","10511","1627",NULL,"1"
"78170","25","10511","615",NULL,NULL
"78171","27","12666","1627",NULL,"1"
"78172","27","12666","1629",NULL,"1"
"78173","84","12666","3077",NULL,NULL
"78174","316","12666","2449",NULL,NULL
"78175","27","10510","1627",NULL,"1"
"78176","27","10510","151",NULL,"1"
"78177","27","10510","2456",NULL,"1"
"78178","25","10510","615",NULL,NULL
"78179","27","12667","1627",NULL,"1"
"78180","27","10509","151",NULL,"1"
"78181","27","10509","1627",NULL,"1"
"78182","27","10508","1627",NULL,"1"
"78183","25","10508","36",NULL,NULL
"78184","27","12669","1629",NULL,"1"
"78185","27","12669","1627",NULL,"1"
"78186","27","12668","1629",NULL,"1"
"78187","27","12668","1627",NULL,"1"
"78188","27","10559","2294",NULL,"1"
"78189","25","10559","2461",NULL,NULL
"78190","27","12673","1629",NULL,"1"
"78191","27","12673","1627",NULL,"1"
"78192","84","12673","3077",NULL,NULL
"78193","316","12673","2449",NULL,NULL
"78194","27","12670","1629",NULL,"1"
"78195","27","12670","1627",NULL,"1"
"78196","27","10527","151",NULL,"1"
"78197","27","10526","2458",NULL,"1"
"78198","27","10526","151",NULL,"1"
"78199","27","10526","1627",NULL,"1"
"78202","27","10525","1627",NULL,"1"
"78203","27","12671","1627",NULL,"1"
"78204","27","12671","1629",NULL,"1"
"78205","27","12672","3173",NULL,"1"
"78206","27","12672","1629",NULL,"1"
"78207","27","12672","1627",NULL,"1"
"78208","27","12674","1627",NULL,"1"
"78209","27","12675","1627",NULL,"1"
"78210","27","12679","1627",NULL,"1"
"78211","27","10524","151",NULL,"1"
"78212","27","12678","1627",NULL,"1"
"78213","27","10561","830",NULL,"1"
"78214","27","10561","151",NULL,"1"
"78215","25","10561","36",NULL,NULL
"78216","27","12677","1627",NULL,"1"
"78217","27","10560","1627",NULL,"1"
"78218","27","10560","118",NULL,"1"
"78219","25","10560","789",NULL,NULL
"78225","27","12676","2383",NULL,"1"
"78226","27","12676","2362",NULL,"1"
"78227","27","12676","1627",NULL,"1"
"78228","25","12676","88",NULL,NULL
"78229","332","12676","3169",NULL,NULL
"78230","27","10523","1627",NULL,"1"
"78231","27","10523","151",NULL,"1"
"78232","25","10523","36",NULL,NULL
"78233","27","10522","151",NULL,"1"
"78234","27","10522","1627",NULL,"1"
"78235","25","10522","634",NULL,NULL
"78236","27","10521","1627",NULL,"1"
"78237","25","10521","789",NULL,NULL
"78238","27","10520","1627",NULL,"1"
"78239","27","12684","151",NULL,"1"
"78240","27","12684","1627",NULL,"1"
"78241","25","12684","615",NULL,NULL
"78242","27","10519","1627",NULL,"1"
"78243","27","12687","1627",NULL,"1"
"78244","27","12687","151",NULL,"1"
"78245","25","12687","615",NULL,NULL
"78246","27","10518","151",NULL,"1"
"78247","27","10518","1627",NULL,"1"
"78248","25","10518","2457",NULL,NULL
"78249","27","10517","1627",NULL,"1"
"78250","27","10517","151",NULL,"1"
"78251","25","10517","615",NULL,NULL
"78252","27","10516","151",NULL,"1"
"78253","27","10516","1627",NULL,"1"
"78254","25","10516","615",NULL,NULL
"78255","27","10515","1627",NULL,"1"
"78256","27","12686","151",NULL,"1"
"78257","27","12686","1627",NULL,"1"
"78258","25","12686","615",NULL,NULL
"78259","27","12683","151",NULL,"1"
"78260","27","12683","1627",NULL,"1"
"78261","25","12683","615",NULL,NULL
"78262","27","12682","151",NULL,"1"
"78263","27","12682","1627",NULL,"1"
"78264","25","12682","615",NULL,NULL
"78265","27","12681","151",NULL,"1"
"78266","27","12681","1627",NULL,"1"
"78267","25","12681","615",NULL,NULL
"78268","27","12690","1627",NULL,"1"
"78269","27","12690","151",NULL,"1"
"78270","25","12690","615",NULL,NULL
"78271","27","12689","1627",NULL,"1"
"78272","27","12689","151",NULL,"1"
"78273","27","12689","2463",NULL,"1"
"78274","25","12689","615",NULL,NULL
"78275","27","12680","1627",NULL,"1"
"78276","27","12680","151",NULL,"1"
"78277","27","12680","118",NULL,"1"
"78278","25","12680","615",NULL,NULL
"78279","27","12685","1627",NULL,"1"
"78280","27","10514","1627",NULL,"1"
"78281","27","10514","151",NULL,"1"
"78282","25","10514","36",NULL,NULL
"78283","27","12688","615",NULL,"1"
"78284","27","12688","2463",NULL,"1"
"78285","27","12688","1627",NULL,"1"
"78287","27","10528","1627",NULL,"1"
"78288","27","10540","1627",NULL,"1"
"78289","27","10540","151",NULL,"1"
"78290","25","10540","36",NULL,NULL
"78291","27","10539","1627",NULL,"1"
"78292","27","10539","151",NULL,"1"
"78293","25","10539","36",NULL,NULL
"78294","27","12691","151",NULL,"1"
"78295","27","12691","1627",NULL,"1"
"78296","25","12691","615",NULL,NULL
"78297","27","10538","151",NULL,"1"
"78298","27","10538","1627",NULL,"1"
"78299","25","10538","36",NULL,NULL
"78300","27","12692","151",NULL,"1"
"78301","27","12692","1627",NULL,"1"
"78302","25","12692","615",NULL,NULL
"78303","27","10537","1627",NULL,"1"
"78304","27","10537","151",NULL,"1"
"78305","25","10537","36",NULL,NULL
"78306","27","10536","151",NULL,"1"
"78307","27","10536","1627",NULL,"1"
"78308","25","10536","36",NULL,NULL
"78309","27","12693","2463",NULL,"1"
"78310","27","12693","1627",NULL,"1"
"78311","25","12693","1577",NULL,NULL
"78312","27","12694","2463",NULL,"1"
"78313","27","12694","1627",NULL,"1"
"78314","25","12694","615",NULL,NULL
"78315","27","12695","1780",NULL,"1"
"78316","27","12695","1627",NULL,"1"
"78317","25","12695","1902",NULL,NULL
"78318","25","12695","3172",NULL,NULL
"78319","84","12695","3170",NULL,NULL
"78320","84","12695","3171",NULL,NULL
"78321","27","12696","1627",NULL,"1"
"78322","25","12696","789",NULL,NULL
"78323","316","12696","3168",NULL,NULL
"78324","27","12697","118",NULL,"1"
"78325","27","12697","151",NULL,"1"
"78326","27","12697","1627",NULL,"1"
"78327","27","12698","1627",NULL,"1"
"78328","27","12698","151",NULL,"1"
"78329","27","12698","118",NULL,"1"
"78330","316","12698","2346",NULL,NULL
"78331","27","12699","1627",NULL,"1"
"78332","27","12699","151",NULL,"1"
"78333","27","12699","118",NULL,"1"
"78334","316","12699","2346",NULL,NULL
"78335","27","10534","1627",NULL,"1"
"78336","27","10534","151",NULL,"1"
"78337","25","10534","615",NULL,NULL
"78338","27","12700","1627",NULL,"1"
"78339","27","12701","1627",NULL,"1"
"78340","27","12701","2362",NULL,"1"
"78341","25","12701","789",NULL,NULL
"78342","85","12701","3166",NULL,NULL
"78343","27","12702","1629",NULL,"1"
"78344","27","12702","1627",NULL,"1"
"78345","25","12702","2792",NULL,NULL
"78346","27","12703","3086",NULL,"1"
"78347","27","12703","1603",NULL,"1"
"78348","27","12703","1627",NULL,"1"
"78349","317","12703","3167",NULL,NULL
"78350","27","12704","1627",NULL,"1"
"78351","27","12705","1627",NULL,"1"
"78352","27","12705","2463",NULL,"1"
"78353","25","12705","783",NULL,NULL
"78354","27","12706","118",NULL,"1"
"78355","27","12706","151",NULL,"1"
"78356","27","12706","1627",NULL,"1"
"78357","25","12706","634",NULL,NULL
"78358","27","12707","151",NULL,"1"
"78359","27","12708","151",NULL,"1"
"78360","27","12708","1627",NULL,"1"
"78361","25","12708","36",NULL,NULL
"78362","27","12709","2444",NULL,"1"
"78363","27","12709","1627",NULL,"1"
"78364","25","12709","3089",NULL,NULL
"78368","27","10533","151",NULL,"1"
"78369","27","10533","1627",NULL,"1"
"78370","25","10533","615",NULL,NULL
"78371","27","12710","2337",NULL,"1"
"78372","27","12710","1627",NULL,"1"
"78373","25","12710","36",NULL,NULL
"78374","27","12711","1627",NULL,"1"
"78375","27","12712","1627",NULL,"1"
"78376","25","12712","36",NULL,NULL
"78377","27","12713","1627",NULL,"1"
"78378","27","10532","1627",NULL,"1"
"78380","27","10535","1627",NULL,"1"
"78381","27","10531","1627",NULL,"1"
"78382","27","10530","1627",NULL,"1"
"78383","27","10529","1627",NULL,"1"
"78384","27","10550","1627",NULL,"1"
"78385","27","12714","3091",NULL,"1"
"78386","27","12714","1627",NULL,"1"
"78387","27","10549","1627",NULL,"1"
"78388","27","10552","1627",NULL,"1"
"78390","27","10551","1627",NULL,"1"
"78391","27","10555","1627",NULL,"1"
"78392","27","10553","1627",NULL,"1"
"78393","27","10554","1627",NULL,"1"
"78394","27","10554","2460",NULL,"1"
"78395","27","10541","2443",NULL,"1"
"78396","27","10541","1627",NULL,"1"
"78397","316","10541","2459",NULL,NULL
"78398","27","10542","1627",NULL,"1"
"78399","27","10542","2443",NULL,"1"
"78400","27","10545","151",NULL,"1"
"78401","25","10545","36",NULL,NULL
"78402","316","10545","468",NULL,NULL
"78403","27","12715","1627",NULL,"1"
"78404","27","12716","2337",NULL,"1"
"78405","27","12716","1627",NULL,"1"
"78406","27","10546","151",NULL,"1"
"78407","25","10546","36",NULL,NULL
"78408","316","10546","27",NULL,NULL
"78409","27","12719","1",NULL,"1"
"78410","27","12719","1627",NULL,"1"
"78411","25","12719","36",NULL,NULL
"78412","27","12721","1627",NULL,"1"
"78413","27","12721","2337",NULL,"1"
"78414","27","10547","1627",NULL,"1"
"78415","27","10547","3184",NULL,"1"
"78416","25","10547","615",NULL,NULL
"78417","27","12722","1627",NULL,"1"
"78418","27","10548","1630",NULL,"1"
"78419","27","10548","1627",NULL,"1"
"78420","25","10548","36",NULL,NULL
"78421","27","10543","151",NULL,"1"
"78427","27","10544","118",NULL,"1"
"78428","27","10544","151",NULL,"1"
"78429","27","10544","1627",NULL,"1"
"78430","25","10544","615",NULL,NULL
"78431","316","10544","2996",NULL,NULL
"78432","27","10602","1627",NULL,"1"
"78433","27","10602","151",NULL,"1"
"78434","316","10602","2472",NULL,NULL
"78435","27","10601","2463",NULL,"1"
"78436","27","10601","1627",NULL,"1"
"78437","27","10601","2470",NULL,"1"
"78438","25","10601","36",NULL,NULL
"78439","27","10599","1627",NULL,"1"
"78440","27","10598","151",NULL,"1"
"78441","27","10598","1627",NULL,"1"
"78442","25","10598","615",NULL,NULL
"78443","27","10582","1627",NULL,"1"
"78444","27","10597","1627",NULL,"1"
"78445","27","10596","1627",NULL,"1"
"78446","27","10596","2463",NULL,"1"
"78447","25","10596","615",NULL,NULL
"78448","27","12723","1627",NULL,"1"
"78449","27","12724","830",NULL,"1"
"78450","27","12724","151",NULL,"1"
"78454","27","10580","151",NULL,"1"
"78455","27","10580","1627",NULL,"1"
"78456","25","10580","615",NULL,NULL
"78457","27","10595","1627",NULL,"1"
"78458","27","10579","1627",NULL,"1"
"78459","27","10594","2463",NULL,"1"
"78460","27","10594","1627",NULL,"1"
"78461","27","10577","2469",NULL,"1"
"78462","27","10577","1627",NULL,"1"
"78463","27","10593","1627",NULL,"1"
"78464","27","10576","1627",NULL,"1"
"78465","27","10576","2468",NULL,"1"
"78466","27","10576","2463",NULL,"1"
"78467","25","10576","615",NULL,NULL
"78468","27","10592","1627",NULL,"1"
"78469","27","10592","2463",NULL,"1"
"78470","25","10592","615",NULL,NULL
"78471","27","10574","1627",NULL,"1"
"78472","27","10574","2467",NULL,"1"
"78473","27","10574","2463",NULL,"1"
"78474","25","10574","615",NULL,NULL
"78476","27","10573","1627",NULL,"1"
"78477","27","10572","1627",NULL,"1"
"78478","27","10571","1627",NULL,"1"
"78479","85","12725","3095",NULL,NULL
"78480","27","12726","151",NULL,"1"
"78481","25","12726","1602",NULL,NULL
"78482","27","10590","1627",NULL,"1"
"78483","27","12728","1627",NULL,"1"
"78484","27","10589","1627",NULL,"1"
"78485","27","10589","2463",NULL,"1"
"78486","25","10589","615",NULL,NULL
"78487","27","10570","1627",NULL,"1"
"78488","27","10569","1627",NULL,"1"
"78489","27","10568","1627",NULL,"1"
"78490","27","10588","1627",NULL,"1"
"78491","316","10588","32",NULL,NULL
"78492","27","10567","1627",NULL,"1"
"78493","27","10586","1627",NULL,"1"
"78494","27","10586","151",NULL,"1"
"78495","25","10586","615",NULL,NULL
"78496","27","10566","1627",NULL,"1"
"78497","27","10566","151",NULL,"1"
"78498","25","10566","615",NULL,NULL
"78500","27","12729","1627",NULL,"1"
"78501","27","12730","1627",NULL,"1"
"78502","27","12731","1627",NULL,"1"
"78503","27","12731","151",NULL,"1"
"78504","25","12731","3165",NULL,NULL
"78505","316","12731","3164",NULL,NULL
"78506","27","12732","151",NULL,"1"
"78507","27","12733","1627",NULL,"1"
"78508","27","12734","151",NULL,"1"
"78509","25","12734","599",NULL,NULL
"78510","27","12735","1627",NULL,"1"
"78511","27","12736","1627",NULL,"1"
"78512","27","12737","1627",NULL,"1"
"78513","27","12738","1627",NULL,"1"
"78514","27","12739","1627",NULL,"1"
"78515","27","12740","3103",NULL,"1"
"78516","27","12740","1627",NULL,"1"
"78517","316","12740","3102",NULL,NULL
"78518","27","12741","1627",NULL,"1"
"78519","27","12741","2337",NULL,"1"
"78520","27","12742","1627",NULL,"1"
"78521","25","12742","3157",NULL,NULL
"78522","316","12742","2449",NULL,NULL
"78523","27","12743","2341",NULL,"1"
"78524","27","12743","118",NULL,"1"
"78525","27","12743","1627",NULL,"1"
"78526","25","12743","2567",NULL,NULL
"78527","316","12743","3151",NULL,NULL
"78528","27","12744","2341",NULL,"1"
"78529","27","12744","118",NULL,"1"
"78530","27","12744","1627",NULL,"1"
"78531","25","12744","3153",NULL,NULL
"78532","316","12744","1897",NULL,NULL
"78533","27","12745","3105",NULL,"1"
"78534","27","12745","118",NULL,"1"
"78535","27","12745","1627",NULL,"1"
"78536","316","12745","3155",NULL,NULL
"78537","27","12746","1627",NULL,"1"
"78538","25","12746","3156",NULL,NULL
"78539","27","12747","1627",NULL,"1"
"78540","25","12747","3156",NULL,NULL
"78541","27","12748","1627",NULL,"1"
"78542","27","12749","1627",NULL,"1"
"78543","27","12749","151",NULL,"1"
"78544","27","12749","1780",NULL,"1"
"78545","25","12749","3156",NULL,NULL
"78546","27","12750","1627",NULL,"1"
"78547","27","12750","151",NULL,"1"
"78548","27","12750","1780",NULL,"1"
"78555","27","12753","3108",NULL,"1"
"78556","27","12753","118",NULL,"1"
"78557","27","12753","1627",NULL,"1"
"78558","25","12753","2786",NULL,NULL
"78559","27","12754","2445",NULL,"1"
"78560","27","12754","1627",NULL,"1"
"78561","25","12754","1902",NULL,NULL
"78562","27","12755","1627",NULL,"1"
"78563","316","12755","3163",NULL,NULL
"78564","27","12756","1627",NULL,"1"
"78565","27","12756","118",NULL,"1"
"78566","25","12756","88",NULL,NULL
"78567","316","12756","3161",NULL,NULL
"78568","316","12756","3160",NULL,NULL
"78569","316","12756","3149",NULL,NULL
"78570","316","12756","3162",NULL,NULL
"78571","27","12757","1627",NULL,"1"
"78572","25","12757","12",NULL,NULL
"78573","329","12757","3143",NULL,NULL
"78574","27","12758","1627",NULL,"1"
"78575","27","12758","151",NULL,"1"
"78576","25","12758","90",NULL,NULL
"78577","316","12758","2521",NULL,NULL
"78578","27","12759","1627",NULL,"1"
"78579","27","12759","2463",NULL,"1"
"78580","27","12759","3113",NULL,"1"
"78581","27","12760","2463",NULL,"1"
"78582","27","12760","1627",NULL,"1"
"78583","25","12760","36",NULL,NULL
"78584","316","12760","3142",NULL,NULL
"78585","27","12761","3116",NULL,"1"
"78586","27","12761","1627",NULL,"1"
"78587","27","12761","2463",NULL,"1"
"78588","316","12761","3142",NULL,NULL
"78589","27","12763","1780",NULL,"1"
"78590","27","12763","1627",NULL,"1"
"78591","25","12763","1907",NULL,NULL
"78592","27","12764","118",NULL,"1"
"78593","27","12764","1627",NULL,"1"
"78594","316","12764","3117",NULL,NULL
"78595","27","12765","1780",NULL,"1"
"78596","27","12765","1627",NULL,"1"
"78597","25","12765","36",NULL,NULL
"78598","332","12765","1267",NULL,NULL
"78599","27","12766","1627",NULL,"1"
"78600","27","12767","1627",NULL,"1"
"78601","27","12767","2337",NULL,"1"
"78602","25","12767","88",NULL,NULL
"78603","316","12767","461",NULL,NULL
"78604","27","12768","1627",NULL,"1"
"78605","27","12768","1630",NULL,"1"
"78606","25","12768","36",NULL,NULL
"78607","317","12768","3141",NULL,NULL
"78608","317","12768","3140",NULL,NULL
"78609","27","10986","2588",NULL,"1"
"78610","27","10986","2337",NULL,"1"
"78611","27","10991","2337",NULL,"1"
"78612","27","10991","2588",NULL,"1"
"78613","27","10993","2337",NULL,"1"
"78614","27","10993","2588",NULL,"1"
"78615","27","11008","2588",NULL,"1"
"78616","27","11008","2337",NULL,"1"
"78617","27","11013","2588",NULL,"1"
"78618","27","11013","2337",NULL,"1"
"78619","27","11014","2588",NULL,"1"
"78620","27","11014","2337",NULL,"1"
"78621","27","11039","2588",NULL,"1"
"78622","27","11039","2337",NULL,"1"
"78623","27","11042","2337",NULL,"1"
"78624","27","11042","2588",NULL,"1"
"78625","27","11152","2337",NULL,"1"
"78626","27","11215","2337",NULL,"1"
"78627","27","11217","2588",NULL,"1"
"78628","27","11217","2337",NULL,"1"
"78629","27","10585","151",NULL,"1"
"78630","27","10585","1627",NULL,"1"
"78631","25","10585","615",NULL,NULL
"78632","27","10565","1627",NULL,"1"
"78633","27","10563","1627",NULL,"1"
"78634","27","10563","2463",NULL,"1"
"78635","25","10563","615",NULL,NULL
"78636","27","12769","1627",NULL,"1"
"78637","27","12769","1630",NULL,"1"
"78638","25","12769","36",NULL,NULL
"78639","27","10584","1627",NULL,"1"
"78640","27","10583","1627",NULL,"1"
"78641","27","10583","2463",NULL,"1"
"78642","25","10583","615",NULL,NULL
"78643","27","12645","1627",NULL,"1"
"78644","27","12645","1629",NULL,"1"
"78645","27","12646","1627",NULL,"1"
"78646","27","12770","1627",NULL,"1"
"78647","27","12647","1627",NULL,"1"
"78648","27","12647","2337",NULL,"1"
"78649","25","12647","1907",NULL,NULL
"78650","316","12647","2543",NULL,NULL
"78651","27","12771","1627",NULL,"1"
"78652","27","12772","1627",NULL,"1"
"78653","27","12773","1627",NULL,"1"
"78654","27","12773","3113",NULL,"1"
"78655","27","12774","3121",NULL,"1"
"78656","27","12774","1627",NULL,"1"
"78657","25","12774","36",NULL,NULL
"78658","27","12775","1627",NULL,"1"
"78659","27","12775","2337",NULL,"1"
"78660","25","12775","36",NULL,NULL
"78661","27","12776","1627",NULL,"1"
"78662","27","12776","2337",NULL,"1"
"78663","25","12776","36",NULL,NULL
"78664","27","12777","1627",NULL,"1"
"78665","27","12777","1630",NULL,"1"
"78666","25","12777","36",NULL,NULL
"78667","27","12778","2337",NULL,"1"
"78668","27","12778","1627",NULL,"1"
"78669","25","12778","36",NULL,NULL
"78670","27","12779","2337",NULL,"1"
"78671","27","12779","1627",NULL,"1"
"78672","25","12779","36",NULL,NULL
"78676","27","12780","1627",NULL,"1"
"78677","27","12780","2337",NULL,"1"
