"id","fk_lijsten","fk_object","fk_persoon_instelling","ranking","is_ontwerp"
"28441","25","12113","45",NULL,NULL
"28442","85","12113","2875",NULL,NULL
"28443","27","12114","582",NULL,"1"
"28444","27","12115","582",NULL,"1"
"28445","25","12115","45",NULL,NULL
"28446","27","12116","582",NULL,"1"
"28447","25","12116","45",NULL,NULL
"28448","27","12117","582",NULL,"1"
"28449","25","12117","45",NULL,NULL
"28450","27","12118","582",NULL,"1"
"28451","27","12119","582",NULL,"1"
"28452","27","12120","582",NULL,"1"
"28453","27","12121","582",NULL,"1"
"28454","27","12122","582",NULL,"1"
"28455","27","12123","582",NULL,"1"
"28456","27","12124","582",NULL,"1"
"28457","25","12124","45",NULL,NULL
"28458","27","12125","582",NULL,"1"
"28459","27","12126","582",NULL,"1"
"28460","27","12127","582",NULL,"1"
"28461","27","12128","582",NULL,"1"
"28462","25","12128","45",NULL,NULL
"28463","84","12128","31",NULL,NULL
"28464","27","12129","582",NULL,"1"
"28465","27","12130","582",NULL,"1"
"28466","27","12131","582",NULL,"1"
"28467","27","12132","582",NULL,"1"
"28468","25","12132","45",NULL,NULL
"28469","27","12133","582",NULL,"1"
"28470","25","12133","45",NULL,NULL
"28471","27","12134","582",NULL,"1"
"28472","25","12134","45",NULL,NULL
"28473","27","12135","582",NULL,"1"
"28474","25","12135","45",NULL,NULL
"28475","27","12136","582",NULL,"1"
"28476","27","12137","582",NULL,"1"
"28477","27","12138","582",NULL,"1"
"28478","27","12139","582",NULL,"1"
"28479","25","12139","45",NULL,NULL
"28480","27","12140","582",NULL,"1"
"28481","27","12141","582",NULL,"1"
"28482","25","12141","45",NULL,NULL
"28483","27","12142","582",NULL,"1"
"28484","27","12143","582",NULL,"1"
"28485","27","12144","582",NULL,"1"
"28486","25","12144","45",NULL,NULL
"28487","27","12145","582",NULL,"1"
"28488","25","12145","45",NULL,NULL
"28489","27","12146","582",NULL,"1"
"28490","25","12146","45",NULL,NULL
"28491","27","12147","582",NULL,"1"
"28492","25","12147","45",NULL,NULL
"28493","27","12148","582",NULL,"1"
"28494","25","12148","45",NULL,NULL
"28495","27","12149","582",NULL,"1"
"28496","25","12149","45",NULL,NULL
"28497","27","12150","582",NULL,"1"
"28498","27","12151","582",NULL,"1"
"28499","85","12151","2875",NULL,NULL
"28500","27","12152","582",NULL,"1"
"28501","25","12152","45",NULL,NULL
"28502","85","12152","2875",NULL,NULL
"28503","27","12153","582",NULL,"1"
"28504","85","12153","2877",NULL,NULL
"28505","27","12154","582",NULL,"1"
"28506","25","12154","45",NULL,NULL
"28507","85","12154","45",NULL,NULL
"28508","27","12155","582",NULL,"1"
"28509","25","12155","45",NULL,NULL
"28510","85","12155","45",NULL,NULL
"28511","27","12156","582",NULL,"1"
"28512","25","12156","45",NULL,NULL
"28513","85","12156","2176",NULL,NULL
"28514","27","12157","582",NULL,"1"
"28515","27","12158","582",NULL,"1"
"28516","25","12158","45",NULL,NULL
"28517","85","12158","2176",NULL,NULL
"28518","27","12159","582",NULL,"1"
"28519","27","12160","582",NULL,"1"
"28520","85","12160","2878",NULL,NULL
"28521","27","12161","582",NULL,"1"
"28522","27","12162","582",NULL,"1"
"28523","25","12162","45",NULL,NULL
"28524","27","12163","582",NULL,"1"
"28525","85","12163","2879",NULL,NULL
"28526","27","12164","582",NULL,"1"
"28527","85","12164","2880",NULL,NULL
"28528","27","12165","582",NULL,"1"
"28529","25","12165","45",NULL,NULL
"28530","85","12165","45",NULL,NULL
"28531","27","12166","582",NULL,"1"
"28532","27","12167","582",NULL,"1"
"28533","85","12167","2875",NULL,NULL
"28534","27","12168","582",NULL,"1"
"28535","25","12168","2879",NULL,NULL
"28536","27","12169","582",NULL,"1"
"28537","25","12169","2879",NULL,NULL
"28538","27","12170","582",NULL,"1"
"28539","27","12171","582",NULL,"1"
"28540","27","12172","582",NULL,"1"
"28541","27","12173","582",NULL,"1"
"28542","27","12174","582",NULL,"1"
"28543","27","12175","582",NULL,"1"
"28544","27","12176","582",NULL,"1"
"28545","27","12177","582",NULL,"1"
"28546","25","12177","45",NULL,NULL
"28547","27","12178","582",NULL,"1"
"28548","25","12178","45",NULL,NULL
"28549","27","12179","582",NULL,"1"
"28550","27","12180","582",NULL,"1"
"28551","27","12181","582",NULL,"1"
"28552","27","12182","582",NULL,"1"
"28553","27","12183","582",NULL,"1"
"28554","25","12183","45",NULL,NULL
"28555","27","12184","582",NULL,"1"
"28556","27","12185","582",NULL,"1"
"28557","25","12185","45",NULL,NULL
"28558","27","12186","582",NULL,"1"
"28559","27","12187","582",NULL,"1"
"28560","27","12188","582",NULL,"1"
"28561","85","12188","2879",NULL,NULL
"28562","27","12189","582",NULL,"1"
"28563","85","12189","2879",NULL,NULL
"28564","27","12190","582",NULL,"1"
"28565","27","12191","582",NULL,"1"
"28566","27","12192","582",NULL,"1"
"28567","27","12193","582",NULL,"1"
"28568","25","12193","45",NULL,NULL
"28569","27","12194","582",NULL,"1"
"28570","27","12195","582",NULL,"1"
"28571","85","12195","2875",NULL,NULL
"28572","27","12196","582",NULL,"1"
"28573","27","12197","582",NULL,"1"
"28574","27","12198","582",NULL,"1"
"28575","27","12199","582",NULL,"1"
"28576","27","12200","582",NULL,"1"
"28577","27","12201","582",NULL,"1"
"28578","27","12202","582",NULL,"1"
"28579","27","12203","582",NULL,"1"
"28580","27","12204","582",NULL,"1"
"28581","27","12205","582",NULL,"1"
"28582","27","12206","582",NULL,"1"
"28583","27","12207","582",NULL,"1"
"28584","27","12208","582",NULL,"1"
"28585","27","12209","582",NULL,"1"
"28586","27","12210","582",NULL,"1"
"28587","27","12211","582",NULL,"1"
"28588","27","12212","582",NULL,"1"
"28589","27","12213","582",NULL,"1"
"28590","27","12214","582",NULL,"1"
"28591","27","12215","582",NULL,"1"
"28592","27","12216","582",NULL,"1"
"28593","27","12217","582",NULL,"1"
"28594","27","12218","582",NULL,"1"
"28595","27","12219","582",NULL,"1"
"28596","27","12220","582",NULL,"1"
"28597","27","12221","582",NULL,"1"
"28598","25","12221","45",NULL,NULL
"28599","27","12222","582",NULL,"1"
"28600","25","12222","45",NULL,NULL
"28601","85","12222","2881",NULL,NULL
"28602","27","12223","582",NULL,"1"
"28603","25","12223","45",NULL,NULL
"28604","85","12223","2881",NULL,NULL
"28605","27","12224","582",NULL,"1"
"28606","25","12224","45",NULL,NULL
"28607","85","12224","2881",NULL,NULL
"28608","27","12225","582",NULL,"1"
"28609","25","12225","45",NULL,NULL
"28610","85","12225","45",NULL,NULL
"28611","27","12226","582",NULL,"1"
"28612","25","12226","45",NULL,NULL
"28613","85","12226","45",NULL,NULL
"28614","27","12227","582",NULL,"1"
"28615","27","12228","582",NULL,"1"
"28616","27","12229","582",NULL,"1"
"28617","27","12230","582",NULL,"1"
"28618","25","12230","45",NULL,NULL
"28619","27","12231","582",NULL,"1"
"28956","27","6739","1636",NULL,"1"
"28957","27","6739","1630",NULL,"1"
"28958","25","6739","1632",NULL,NULL
"28962","27","6741","1630",NULL,"1"
"28964","27","6742","1655",NULL,"1"
"28965","27","6743","1655",NULL,"1"
"28966","27","6744","1655",NULL,"1"
"28967","25","6744","1663",NULL,NULL
"28968","27","6745","1655",NULL,"1"
"28969","27","6746","1655",NULL,"1"
"28972","27","6751","1630",NULL,"1"
"28973","27","6752","1630",NULL,"1"
"28974","333","6753","1664",NULL,NULL
"28975","316","6753","2934",NULL,NULL
"28976","27","6754","1665",NULL,"1"
"28977","25","6754","1666",NULL,NULL
"28978","85","6754","1667",NULL,NULL
"28979","25","6755","1668",NULL,NULL
"28980","27","6756","1625",NULL,"1"
"28981","25","6756","770",NULL,NULL
"28982","85","6756","1626",NULL,NULL
"28983","317","6756","2935",NULL,NULL
"28984","27","6757","1625",NULL,"1"
"28985","25","6757","770",NULL,NULL
"28986","85","6757","1626",NULL,NULL
"28987","317","6757","2936",NULL,NULL
"28988","27","6758","1630",NULL,"1"
"28989","27","6759","1630",NULL,"1"
"28993","27","6761","1630",NULL,"1"
"28994","85","6762","1760",NULL,NULL
"28995","27","6763","1630",NULL,"1"
"28996","27","6763","1672",NULL,"1"
"28997","85","6763","475",NULL,NULL
"28998","27","6764","1630",NULL,"1"
"29000","85","6766","1626",NULL,NULL
"29004","27","6770","1630",NULL,"1"
"29006","27","6771","1630",NULL,"1"
"29008","27","6773","1630",NULL,"1"
"29009","27","6774","1630",NULL,"1"
"29011","27","6775","1630",NULL,"1"
"29016","27","6776","1674",NULL,"1"
"29017","27","6776","1630",NULL,"1"
"29018","25","6776","1675",NULL,NULL
"29019","25","6776","2204",NULL,NULL
"29020","27","6777","1674",NULL,"1"
"29021","27","6777","1630",NULL,"1"
"29022","25","6777","1106",NULL,NULL
"29023","27","6778","1630",NULL,"1"
"29024","27","6779","1630",NULL,"1"
"29025","27","6780","1674",NULL,"1"
"29026","27","6780","1630",NULL,"1"
"29027","25","6780","1106",NULL,NULL
"29028","27","6781","1674",NULL,"1"
"29029","27","6781","1630",NULL,"1"
"29034","27","6783","1674",NULL,"1"
"29035","27","6783","1630",NULL,"1"
"29036","27","6784","1674",NULL,"1"
"29037","27","6784","1630",NULL,"1"
"29038","25","6784","1628",NULL,NULL
"29039","27","6785","1674",NULL,"1"
"29040","27","6785","1630",NULL,"1"
"29041","27","6786","1630",NULL,"1"
"29052","27","1463","1",NULL,"1"
"29053","25","1463","15",NULL,NULL
"29064","27","1609","1",NULL,"1"
"29070","27","1607","1",NULL,"1"
"29071","27","1608","1",NULL,"1"
"29132","27","2037","456",NULL,"1"
"29133","27","2045","456",NULL,"1"
"29134","27","2137","456",NULL,"1"
"29135","27","2106","456",NULL,"1"
"29136","27","2209","456",NULL,"1"
"29137","84","2209","457",NULL,NULL
"29138","27","2215","456",NULL,"1"
"29139","84","2215","457",NULL,NULL
"29193","27","1119","1",NULL,"1"
"29200","27","1118","1",NULL,"1"
"29201","25","1118","7",NULL,NULL
"29204","27","1114","1",NULL,"1"
"29205","329","1114","14",NULL,NULL
"29210","27","1117","1",NULL,"1"
"29213","27","1382","1",NULL,"1"
"29218","27","1115","1",NULL,"1"
"29219","25","1115","9",NULL,NULL
"29220","84","1115","13",NULL,NULL
"29221","27","44","1",NULL,"1"
"29222","25","44","9",NULL,NULL
"29227","27","1120","1",NULL,"1"
"29228","25","1120","9",NULL,NULL
"29232","27","1743","1",NULL,"1"
"29233","27","850","1",NULL,"1"
"29234","330","957","1",NULL,NULL
"29239","27","1207","1",NULL,"1"
"29248","27","827","1",NULL,"1"
"29266","27","813","1",NULL,"1"
"29267","316","813","99",NULL,NULL
"29268","27","898","1",NULL,"1"
"29269","27","812","1",NULL,"1"
"29272","27","12083","582",NULL,"1"
"29276","27","1044","1",NULL,"1"
"29277","27","204","1",NULL,"1"
"29278","27","336","1",NULL,"1"
"29279","27","10937","151",NULL,"1"
"29280","25","10937","2551",NULL,NULL
"29281","329","10937","2337",NULL,NULL
"29282","316","10937","2665",NULL,NULL
"29283","27","1510","1",NULL,"1"
"29284","27","667","1",NULL,"1"
"29285","27","1361","1",NULL,"1"
"29294","27","903","1",NULL,"1"
"29296","27","1986","1",NULL,"1"
"29309","27","1620","1",NULL,"1"
"29311","27","4159","1292",NULL,"1"
"29317","25","1372","15",NULL,NULL
"29318","84","1372","171",NULL,NULL
"29319","316","1372","22",NULL,NULL
"29320","333","1372","1",NULL,NULL
"29326","27","162","1",NULL,"1"
"29327","25","162","15",NULL,NULL
"29328","85","162","15",NULL,NULL
"29331","27","1371","1",NULL,"1"
"29332","25","1371","15",NULL,NULL
"29333","27","159","1",NULL,"1"
"29334","25","159","15",NULL,NULL
"29335","85","159","15",NULL,NULL
"29349","27","1364","1",NULL,"1"
"29357","27","712","1",NULL,"1"
"29360","27","708","1",NULL,"1"
"29361","25","708","49",NULL,NULL
"29366","27","713","1",NULL,"1"
"29367","25","713","49",NULL,NULL
"29368","27","714","1",NULL,"1"
"29369","25","714","49",NULL,NULL
"29380","27","1110","1",NULL,"1"
"29381","25","1110","15",NULL,NULL
"29382","27","1331","1",NULL,"1"
"29383","25","1331","9",NULL,NULL
"29384","85","1331","132",NULL,NULL
"29385","27","1338","1",NULL,"1"
"29386","25","1338","9",NULL,NULL
"29387","85","1338","132",NULL,NULL
"29398","27","1260","1",NULL,"1"
"29399","85","1260","57",NULL,NULL
"29405","27","352","1",NULL,"1"
"29406","25","352","2204",NULL,NULL
"29413","27","180","1",NULL,"1"
"29414","25","180","15",NULL,NULL
"29417","27","545","1",NULL,"1"
"29418","25","545","7",NULL,NULL
"29421","27","169","1",NULL,"1"
"29422","25","169","15",NULL,NULL
"29423","85","169","15",NULL,NULL
"29430","27","1422","1",NULL,"1"
"29431","27","1380","1",NULL,"1"
"29432","85","410","221",NULL,NULL
"29433","27","1124","1",NULL,"1"
"29434","25","1124","9",NULL,NULL
"29440","27","482","1",NULL,"1"
"29441","25","482","15",NULL,NULL
"29448","27","7694","1613",NULL,"1"
"29460","85","6502","511",NULL,NULL
"29467","85","6349","511",NULL,NULL
"29470","85","6577","511",NULL,NULL
"29475","27","1999","1",NULL,"1"
"29484","85","6421","511",NULL,NULL
"29489","85","6727","511",NULL,NULL
"29492","85","6725","511",NULL,NULL
"29496","85","6610","511",NULL,NULL
"29497","25","6622","1622",NULL,NULL
"29502","85","6526","511",NULL,NULL
"29503","85","6530","511",NULL,NULL
"29504","85","6551","511",NULL,NULL
"29505","85","6568","511",NULL,NULL
"29506","85","6586","511",NULL,NULL
"29507","85","6603","511",NULL,NULL
"29509","85","6636","511",NULL,NULL
"29515","85","6767","511",NULL,NULL
"29518","85","6564","511",NULL,NULL
"29519","85","6538","511",NULL,NULL
"29525","85","6531","511",NULL,NULL
"29526","85","6545","511",NULL,NULL
"29537","85","6587","511",NULL,NULL
"29547","85","6639","511",NULL,NULL
"29551","85","6640","511",NULL,NULL
"29554","85","6647","511",NULL,NULL
"29556","25","6740","346",NULL,NULL
"29557","85","6740","346",NULL,NULL
"29561","85","6546","511",NULL,NULL
"29564","85","6522","1936",NULL,NULL
"29565","85","6621","511",NULL,NULL
"29566","85","6486","511",NULL,NULL
"29568","85","6499","511",NULL,NULL
"29569","25","6574","1614",NULL,NULL
"29570","316","6574","2686",NULL,NULL
"29571","85","6690","511",NULL,NULL
"29572","85","6547","511",NULL,NULL
"29573","85","6498","511",NULL,NULL
"29575","85","6524","511",NULL,NULL
"29588","25","6675","615",NULL,NULL
"29591","85","6550","511",NULL,NULL
"29593","85","6612","511",NULL,NULL
"29595","85","6623","1940",NULL,NULL
"29596","85","6504","1935",NULL,NULL
"29598","85","6520","511",NULL,NULL
"29600","85","6638","511",NULL,NULL
"29603","85","6501","511",NULL,NULL
"29619","27","6789","1630",NULL,"1"
"29621","27","6790","1630",NULL,"1"
"29625","85","6794","1951",NULL,NULL
"29626","27","6793","1630",NULL,"1"
"29627","27","6792","1630",NULL,"1"
"29628","27","6791","1630",NULL,"1"
"29629","27","6795","1655",NULL,"1"
"29630","25","6795","1680",NULL,NULL
"29631","27","6796","1655",NULL,"1"
"29632","27","6797","1655",NULL,"1"
"29633","27","6798","1655",NULL,"1"
"29637","317","6800","1682",NULL,NULL
"29638","85","6801","511",NULL,NULL
"29639","27","6802","1625",NULL,"1"
"29640","25","6802","770",NULL,NULL
"29641","85","6802","1626",NULL,NULL
"29642","27","6803","1684",NULL,"1"
"29643","27","6804","1684",NULL,"1"
"29645","27","6805","1684",NULL,"1"
"29646","85","6806","511",NULL,NULL
"29647","85","6807","1702",NULL,NULL
"29648","85","6808","511",NULL,NULL
"29654","25","6810","1685",NULL,NULL
"29655","316","6810","2417",NULL,NULL
"29692","85","6811","1760",NULL,NULL
"29693","27","6812","1630",NULL,"1"
"29694","27","6813","1630",NULL,"1"
"29700","25","6814","1686",NULL,NULL
"29701","343","6814","1623",NULL,NULL
"29704","27","6815","1630",NULL,"1"
"29710","85","6817","1954",NULL,NULL
"29713","85","6818","1955",NULL,NULL
"29718","27","6821","1688",NULL,"1"
"29727","27","6823","1625",NULL,"1"
"29728","25","6823","770",NULL,NULL
"29731","27","6824","1690",NULL,"1"
"29732","27","6825","1630",NULL,"1"
"29735","85","6826","1467",NULL,NULL
"29742","25","6827","1691",NULL,NULL
"29744","27","6828","1655",NULL,"1"
"29746","27","6829","1655",NULL,"1"
"29747","25","6829","1680",NULL,NULL
"29749","27","6830","1655",NULL,"1"
"29754","27","6833","1694",NULL,"1"
"29755","27","6833","1630",NULL,"1"
"29762","85","6835","511",NULL,NULL
"29763","85","6836","511",NULL,NULL
"29789","27","6840","1694",NULL,"1"
"29790","27","6840","1630",NULL,"1"
"29791","85","6840","511",NULL,NULL
"29797","85","6842","511",NULL,NULL
"29818","27","540","1",NULL,"1"
"29819","25","540","7",NULL,NULL
"29820","27","539","1",NULL,"1"
"29821","25","539","7",NULL,NULL
"29822","27","538","1",NULL,"1"
"29823","25","538","7",NULL,NULL
"29824","27","537","1",NULL,"1"
"29825","25","537","7",NULL,NULL
"29826","27","536","1",NULL,"1"
"29827","25","536","7",NULL,NULL
"29828","27","1851","1",NULL,"1"
"29829","27","535","1",NULL,"1"
"29830","25","535","7",NULL,NULL
"29831","27","534","1",NULL,"1"
"29832","25","534","7",NULL,NULL
"29834","27","532","1",NULL,"1"
"29835","25","532","7",NULL,NULL
"29836","27","541","1",NULL,"1"
"29837","25","541","7",NULL,NULL
"29838","27","542","1",NULL,"1"
"29839","25","542","7",NULL,NULL
"29840","27","543","1",NULL,"1"
"29841","25","543","7",NULL,NULL
"29842","27","544","1",NULL,"1"
"29843","25","544","7",NULL,NULL
"29844","27","546","1",NULL,"1"
"29845","25","546","7",NULL,NULL
"29848","27","548","1",NULL,"1"
"29849","25","548","7",NULL,NULL
"29850","27","549","1",NULL,"1"
"29851","25","549","7",NULL,NULL
"29852","27","547","1",NULL,"1"
"29853","25","547","7",NULL,NULL
"29854","27","550","1",NULL,"1"
"29855","27","552","1",NULL,"1"
"29856","27","1409","1",NULL,"1"
"29857","27","1639","1",NULL,"1"
"29858","27","672","1",NULL,"1"
"29859","27","673","1",NULL,"1"
"29862","27","676","1",NULL,"1"
"29865","27","911","1",NULL,"1"
"29866","25","911","109",NULL,NULL
"29869","27","912","1",NULL,"1"
"29870","25","912","109",NULL,NULL
"29871","85","912","359",NULL,NULL
"29872","27","913","1",NULL,"1"
"29873","25","913","109",NULL,NULL
"29874","85","913","359",NULL,NULL
"29875","27","914","1",NULL,"1"
"29876","25","914","109",NULL,NULL
"29879","27","909","1",NULL,"1"
"29880","25","909","109",NULL,NULL
"29884","27","910","1",NULL,"1"
"29885","27","147","1",NULL,"1"
"29886","27","901","1",NULL,"1"
"29887","27","209","1",NULL,"1"
"29888","27","210","1",NULL,"1"
"29889","27","207","1",NULL,"1"
"29890","27","216","1",NULL,"1"
"29892","27","1057","1",NULL,"1"
"29893","27","248","1",NULL,"1"
"29894","25","248","26",NULL,NULL
"29895","27","252","1",NULL,"1"
"29896","25","252","26",NULL,NULL
"29897","27","902","1",NULL,"1"
"29908","27","121","1",NULL,"1"
"29909","27","18","1",NULL,"1"
"29912","27","768","1",NULL,"1"
"29913","27","579","1",NULL,"1"
"29914","25","579","62",NULL,NULL
"29915","85","579","62",NULL,NULL
"29918","27","706","1",NULL,"1"
"29919","25","706","49",NULL,NULL
"29920","27","705","1",NULL,"1"
"29921","25","705","49",NULL,NULL
"29922","27","707","1",NULL,"1"
"29923","25","707","49",NULL,NULL
"29924","27","709","1",NULL,"1"
"29925","25","709","49",NULL,NULL
"29926","27","710","1",NULL,"1"
"29927","25","710","49",NULL,NULL
"29928","27","711","1",NULL,"1"
"29929","27","715","1",NULL,"1"
"29930","25","715","49",NULL,NULL
"29931","27","511","1",NULL,"1"
"29932","85","511","57",NULL,NULL
"29933","27","1105","1",NULL,"1"
"29934","25","1105","15",NULL,NULL
"29935","316","1105","22",NULL,NULL
"29936","316","1105","28",NULL,NULL
"29940","85","1325","57",NULL,NULL
"29954","27","181","1",NULL,"1"
"29955","25","181","15",NULL,NULL
"29962","27","182","1",NULL,"1"
"29963","25","182","15",NULL,NULL
"29964","27","183","1",NULL,"1"
"29965","25","183","15",NULL,NULL
"29968","27","1391","1",NULL,"1"
"29969","25","1391","15",NULL,NULL
"29970","27","1393","1",NULL,"1"
"29971","25","1393","15",NULL,NULL
"29972","27","1392","1",NULL,"1"
"29973","25","1392","15",NULL,NULL
"29974","27","186","1",NULL,"1"
"29975","25","186","15",NULL,NULL
"29976","85","186","15",NULL,NULL
"29986","27","189","1",NULL,"1"
"29987","25","189","15",NULL,NULL
"29988","85","189","15",NULL,NULL
"29989","27","188","1",NULL,"1"
"29990","25","188","15",NULL,NULL
"29991","85","188","15",NULL,NULL
"29992","27","187","1",NULL,"1"
"29993","25","187","15",NULL,NULL
"29994","85","187","15",NULL,NULL
"29995","27","190","1",NULL,"1"
"29996","25","190","15",NULL,NULL
"29997","85","190","15",NULL,NULL
"29998","27","191","1",NULL,"1"
"29999","25","191","15",NULL,NULL
"30000","85","191","15",NULL,NULL
"30001","27","193","1",NULL,"1"
"30002","25","193","15",NULL,NULL
"30003","85","193","15",NULL,NULL
"30004","27","192","1",NULL,"1"
"30005","25","192","15",NULL,NULL
"30006","85","192","15",NULL,NULL
"30007","27","194","1",NULL,"1"
"30008","25","194","15",NULL,NULL
"30009","85","194","15",NULL,NULL
"30019","27","195","1",NULL,"1"
"30020","25","195","15",NULL,NULL
"30021","85","195","15",NULL,NULL
"30027","27","1047","1",NULL,"1"
"30034","85","6765","1673",NULL,NULL
"30038","85","6846","2946",NULL,NULL
"30039","85","6847","511",NULL,NULL
"30043","27","6850","1699",NULL,"1"
"30044","27","6850","1698",NULL,"1"
"30045","25","6850","789",NULL,NULL
"30046","27","6851","1700",NULL,"1"
"30047","25","6851","789",NULL,NULL
"30048","27","6852","1700",NULL,"1"
"30049","25","6852","789",NULL,NULL
"30076","25","6863","1704",NULL,NULL
"30079","27","6865","1700",NULL,"1"
"30080","85","6865","511",NULL,NULL
"30082","27","6867","1700",NULL,"1"
"30083","85","6866","511",NULL,NULL
"30084","27","6868","1700",NULL,"1"
"30086","85","6870","511",NULL,NULL
"30087","85","6871","511",NULL,NULL
"30088","27","6872","1700",NULL,"1"
"30089","25","6872","789",NULL,NULL
"30090","85","6872","511",NULL,NULL
"30091","27","6873","1706",NULL,"1"
"30092","27","6873","1705",NULL,"1"
"30093","25","6873","789",NULL,NULL
"30094","85","6873","1626",NULL,NULL
"30096","25","6875","1707",NULL,NULL
"30097","332","6876","1700",NULL,NULL
"30098","85","6877","1963",NULL,NULL
"30099","27","6878","1630",NULL,"1"
"30100","85","6879","1708",NULL,NULL
"30113","85","6885","1712",NULL,NULL
"30114","85","6886","1712",NULL,NULL
"30115","85","6887","1712",NULL,NULL
"30116","27","1576","1",NULL,"1"
"30118","85","6889","1712",NULL,NULL
"30119","27","6890","1714",NULL,"1"
"30120","25","6890","615",NULL,NULL
"30121","27","6891","1715",NULL,"1"
"30122","85","6891","1712",NULL,NULL
"30126","27","6893","1715",NULL,"1"
"30127","25","6893","1717",NULL,NULL
"30128","85","6893","1712",NULL,NULL
"30129","27","6894","1715",NULL,"1"
"30130","25","6894","1718",NULL,NULL
"30131","85","6894","1712",NULL,NULL
"30132","27","6895","1715",NULL,"1"
"30133","85","6895","1712",NULL,NULL
"30136","27","6896","1715",NULL,"1"
"30137","85","6896","1712",NULL,NULL
"30142","27","6898","1723",NULL,"1"
"30143","85","6898","511",NULL,NULL
"30150","85","6901","511",NULL,NULL
"30151","85","6902","1729",NULL,NULL
"30157","27","6905","1733",NULL,"1"
"30158","25","6905","1622",NULL,NULL
"30159","85","6905","1734",NULL,NULL
"30165","27","6908","1659",NULL,"1"
"30166","85","6908","1734",NULL,NULL
"30167","85","6909","1734",NULL,NULL
"30173","27","10674","2337",NULL,"1"
"30174","27","10674","2588",NULL,"1"
"30178","85","6912","511",NULL,NULL
"30184","27","6913","1700",NULL,"1"
"30185","27","6913","1739",NULL,"1"
"30186","25","6913","1740",NULL,NULL
"30187","85","6913","511",NULL,NULL
"30188","27","6915","1700",NULL,"1"
"30189","25","6915","789",NULL,NULL
"30190","85","6915","511",NULL,NULL
"30191","84","6915","1741",NULL,NULL
"30196","27","6916","1700",NULL,"1"
"30197","25","6916","789",NULL,NULL
"30198","85","6916","511",NULL,NULL
"30199","84","6916","1741",NULL,NULL
"30200","27","6917","1742",NULL,"1"
"30201","85","6917","1734",NULL,NULL
"30202","27","6918","1742",NULL,"1"
"30203","85","6918","1734",NULL,NULL
"30204","85","6919","1734",NULL,NULL
"30224","85","6924","1748",NULL,NULL
"30225","85","6925","1748",NULL,NULL
"30228","27","6927","1700",NULL,"1"
"30229","27","6928","1700",NULL,"1"
"30231","85","6930","1751",NULL,NULL
"30232","85","6931","511",NULL,NULL
"30233","27","6932","1700",NULL,"1"
"30234","85","6932","511",NULL,NULL
"30243","27","6935","1756",NULL,"1"
"30244","27","6935","1676",NULL,"1"
"30245","85","6935","1755",NULL,NULL
"30253","27","12476","2337",NULL,"1"
"30254","27","12476","1627",NULL,"1"
"30258","27","1579","1",NULL,"1"
"30259","27","1304","1",NULL,"1"
"30260","85","1304","49",NULL,NULL
"30261","27","6936","1756",NULL,"1"
"30262","85","6936","1755",NULL,NULL
"30267","27","6938","1756",NULL,"1"
"30268","27","6938","1676",NULL,"1"
"30269","25","6938","1757",NULL,NULL
"30270","85","6938","1755",NULL,NULL
"30271","27","11245","1627",NULL,"1"
"30272","27","11245","2337",NULL,"1"
"30276","27","11237","2337",NULL,"1"
"30277","25","11237","88",NULL,NULL
"30278","316","11237","461",NULL,NULL
"30286","27","12457","2337",NULL,"1"
"30294","27","11230","2337",NULL,"1"
"30295","27","11277","1627",NULL,"1"
"30296","27","11277","2337",NULL,"1"
"30297","25","11277","36",NULL,NULL
"30298","27","12463","2337",NULL,"1"
"30299","27","12463","1627",NULL,"1"
"30300","27","11279","1627",NULL,"1"
"30301","27","11279","2337",NULL,"1"
"30302","25","11279","36",NULL,NULL
"30303","27","11276","2337",NULL,"1"
"30304","27","11276","1627",NULL,"1"
"30305","25","11276","2439",NULL,NULL
"30306","27","11231","2337",NULL,"1"
"30307","27","11231","1627",NULL,"1"
"30308","25","11231","2439",NULL,NULL
"30318","27","11233","1627",NULL,"1"
"30319","27","11233","2337",NULL,"1"
"30322","27","1309","1",NULL,"1"
"30323","25","1309","15",NULL,NULL
"30324","85","1309","134",NULL,NULL
"30330","27","1333","1",NULL,"1"
"30331","85","1333","162",NULL,NULL
"30334","27","11264","2337",NULL,"1"
"30335","27","11264","1627",NULL,"1"
"30336","25","11264","2439",NULL,NULL
"30337","27","11235","1627",NULL,"1"
"30338","27","11235","2337",NULL,"1"
"30351","27","11260","1627",NULL,"1"
"30352","27","11260","2337",NULL,"1"
"30355","27","11246","2337",NULL,"1"
"30356","27","11246","1627",NULL,"1"
"30357","27","11262","2337",NULL,"1"
"30358","27","11262","1627",NULL,"1"
"30373","27","11232","2337",NULL,"1"
"30374","27","11232","1627",NULL,"1"
"30375","27","11266","2337",NULL,"1"
"30376","27","11266","1627",NULL,"1"
"30377","27","11266","2338",NULL,"1"
"30378","27","11266","2339",NULL,"1"
"30379","25","11266","88",NULL,NULL
"30380","27","11268","2337",NULL,"1"
"30381","27","11268","1627",NULL,"1"
"30386","85","6940","1759",NULL,NULL
"30389","85","6941","1760",NULL,NULL
"30390","85","6942","1729",NULL,NULL
"30394","27","6944","1761",NULL,"1"
"30395","85","6944","1762",NULL,NULL
"30396","27","11240","2337",NULL,"1"
"30397","27","11240","1627",NULL,"1"
"30398","27","6945","1676",NULL,"1"
"30399","25","6945","1743",NULL,NULL
"30400","85","6945","1729",NULL,NULL
